Primary_Key,Store_Number,vehicle_color,vehicle_make,vehicle_model,vehicle_type,vehicle_year,count
3710,Store_2342,Red,Mazda,MX-5 Miata,Car,1990,2
3711,Store_2342,Silver,Honda,CR-V,SUV,,1
3712,Store_2342,Silver,Honda,HR-V,SUV,,2
3713,Store_2342,Silver,,,Minivan,,3
3714,Store_2342,White,Acura,ILX,Car,,1
3715,Store_2342,White,Honda,Accord,Car,2017,1
3716,Store_2342,White,Jeep,Compass,SUV,2012,2
3717,Store_2342,White,Jeep,Grand Cherokee,SUV,2011,2
3718,Store_2342,White,Jeep,Grand Cherokee,SUV,2020,1
3719,Store_2342,,,,,,70
3720,Store_2343,,,,,,35
3721,Store_2348,Black,,,SUV,,1
3722,Store_2348,Blue,,,Truck,,1
3723,Store_2348,Gray,,,Car,,1
3724,Store_2348,Gray,,,SUV,,2
3725,Store_2348,Maroon,,,SUV,,1
3726,Store_2348,Red,Dodge,Caravan,Van,2010,1
3727,Store_2348,White,Chevrolet,,Car,,1
3728,Store_2348,White,Dodge,Dart,Car,,1
3729,Store_2348,White,Ford,Taurus,Car,2014,2
3730,Store_2348,White,Nissan,,,,1
3731,Store_2348,White,,,Car,,3
3732,Store_2348,,,,,,34
3733,Store_2348,,,,Bicycle,,1
3734,Store_2348,,,,Truck,,1
3735,Store_2349,,,,,,48
3736,Store_2351,Orange,,,SUV,,1
3737,Store_2351,Silver,Hyundai,,SUV,,2
3738,Store_2351,White,,,Car,,1
3739,Store_2351,,,,,,12
3740,Store_2351,,,,Car,,3
3741,Store_2351,,,,On Foot,,1
3742,Store_2354,Black,,,Car,,1
3743,Store_2354,Blue,,,Car,,1
3744,Store_2354,Green,Toyota,Tundra,Truck,,1
3745,Store_2354,White,Dodge,,Minivan,,1
3746,Store_2354,White,Kia,,SUV,,1
3747,Store_2354,White,,,Car,,1
3748,Store_2354,,,,,,20
3749,Store_2354,,,,Car,,2
3750,Store_2361,Black,Honda,,Car,,1
3751,Store_2361,Black,Nissan,Altima,Car,,1
3752,Store_2361,Black,,,Car,,3
3753,Store_2361,Black,,,SUV,,1
3754,Store_2361,Gray,Dodge,Ram Pickup 1500,Truck,,1
3755,Store_2361,Silver,,,SUV,,1
3756,Store_2361,White,Jeep,Compass,SUV,2020,1
3757,Store_2361,White,Nissan,,Car,,1
3758,Store_2361,White,,,Car,,1
3759,Store_2361,White,,,SUV,,1
3760,Store_2361,White,,,Truck,,1
3761,Store_2361,,,,,,16
3762,Store_2365,Black,Dodge,Charger,Car,2018,1
3763,Store_2365,Gray,,,SUV,,1
3764,Store_2365,White,,,SUV,,1
3765,Store_2365,,,,,,20
3766,Store_2365,,,,Car,,9
3767,Store_2365,,,,SUV,,4
3768,Store_2365,,,,Truck,,2
3769,Store_2378,,,,,,5
3770,Store_2387,Black,Honda,,Car,,1
3771,Store_2387,Gold,Ford,Expedition,SUV,,1
3772,Store_2387,Gold,,,SUV,,1
3773,Store_2387,Gray,Chevrolet,Tahoe,SUV,,4
3774,Store_2387,Gray,,,Car,,1
3775,Store_2387,White,Chevrolet,,Van,,1
3776,Store_2387,White,Dodge,Charger,Car,,2
3777,Store_2387,,,,,,2
3778,Store_2387,,,,On Foot,,4
3779,Store_2387,,,,Other,,1
3780,Store_2391,,,,,,14
3781,Store_2392,,,,,,104
3782,Store_2396,Black,Dodge,,Car,,2
3783,Store_2396,Black,Honda,,Car,,1
3784,Store_2396,Black,Nissan,Pathfinder,SUV,2008,2
3785,Store_2396,Blue,Nissan,Sentra,Car,2009,1
3786,Store_2396,Red,Saturn,,Car,,1
3787,Store_2396,Red,Suzuki,SX4,Car,2009,2
3788,Store_2396,Silver,Honda,Accord,Car,,3
3789,Store_2396,Silver,Nissan,Xterra,SUV,2002,1
3790,Store_2396,White,Jeep,Patriot,SUV,2007,1
3791,Store_2396,White,,,SUV,,1
3792,Store_2396,White,,,SUV,2016,2
3793,Store_2396,,,,,,7
3794,Store_2400,,,,,,12
3795,Store_2404,Black,Jeep,Liberty,Car,2012,2
3796,Store_2404,Black,,,SUV,,2
3797,Store_2404,Blue,Nissan,,Car,,1
3798,Store_2404,White,Chevrolet,Equinox,SUV,2012,3
3799,Store_2404,,,,,,64
3800,Store_2411,Black,Toyota,,Car,,1
3801,Store_2411,Gray,Ford,,Truck,,2
3802,Store_2411,Gray,,,Car,,1
3803,Store_2411,Red,,,Car,,2
3804,Store_2411,Silver,Nissan,,Car,,6
3805,Store_2411,Silver,Nissan,,SUV,,2
3806,Store_2411,White,,,Car,,2
3807,Store_2411,,,,,,22
3808,Store_2411,,,,Bicycle,,1
3809,Store_2411,,,,Car,,13
3810,Store_2411,,,,On Foot,,1
3811,Store_2411,,,,SUV,,3
3812,Store_2411,,,,Truck,,3
3813,Store_2411,,,,Van,,3
3814,Store_2412,,GMC,Terrain,SUV,,2
3815,Store_2412,,,,,,12
3816,Store_2412,,,,Car,,1
3817,Store_2425,Black,BMW,,SUV,,1
3818,Store_2425,Black,Toyota,Venza,,,1
3819,Store_2425,Black,,,Car,,3
3820,Store_2425,Blue,,,Motorcycle,,1
3821,Store_2425,Gray,Toyota,Camry,Car,,4
3822,Store_2425,Gray,,,SUV,,1
3823,Store_2425,Red,,,Car,,6
3824,Store_2425,Red,,,Truck,,2
3825,Store_2425,Silver,,,Car,,4
3826,Store_2425,Silver,,,SUV,,1
3827,Store_2425,White,Toyota,RAV4,SUV,2005,2
3828,Store_2425,White,,,SUV,,1
3829,Store_2425,,,,,,47
3830,Store_2425,,,,On Foot,,1
3831,Store_2432,Beige,Volkswagen,,Car,,1
3832,Store_2432,Black,BMW,,SUV,,2
3833,Store_2432,Gray,Acura,TSX,Car,,2
3834,Store_2432,Gray,Honda,Pilot,SUV,,1
3835,Store_2432,Gray,Nissan,,SUV,,1
3836,Store_2432,Red,INFINITI,,Car,,1
3837,Store_2432,Silver,Toyota,Camry,Car,,1
3838,Store_2432,White,Chevrolet,,SUV,,1
3839,Store_2432,White,Toyota,Corolla,Car,,2
3840,Store_2432,White,,,Box Truck,,3
3841,Store_2432,,,,,,79
3842,Store_2432,,,,SUV,,3
3843,Store_2437,Black,Dodge,Challenger,Car,,2
3844,Store_2437,Black,Dodge,Charger,Car,,1
3845,Store_2437,,,,,,161
3846,Store_2443,White,Chevrolet,Traverse,SUV,,2
3847,Store_2443,,,,,,12
3848,Store_2444,White,,,Car,,1
3849,Store_2444,,,,,,10
3850,Store_2445,Black,Chevrolet,,Car,,2
3851,Store_2445,Gray,INFINITI,FX35,SUV,2010,3
3852,Store_2445,Green,,,Car,,1
3853,Store_2445,Silver,Toyota,Camry,Car,,1
3854,Store_2445,,Dodge,,Minivan,,2
3855,Store_2445,,,,,,170
3856,Store_2449,Black,Chrysler,200,Car,,1
3857,Store_2449,Gray,Honda,Fit,Car,,1
3858,Store_2449,Maroon,Toyota,Tundra,Truck,,1
3859,Store_2449,White,Ford,F-250 Super Duty,Truck,,4
3860,Store_2449,White,Mercedes-Benz,,SUV,,1
3861,Store_2449,White,,,Car,,2
3862,Store_2449,,,,,,11
3863,Store_2457,,,,,,54
3864,Store_2458,Black,Chrysler,,Car,,1
3865,Store_2458,Black,Ford,,SUV,,4
3866,Store_2458,Blue,Honda,Civic,Car,,4
3867,Store_2458,Gray,Jeep,,SUV,,2
3868,Store_2458,Gray,,,Car,,2
3869,Store_2458,Gray,,,SUV,,1
3870,Store_2458,Red,,,Car,,2
3871,Store_2458,Silver,Nissan,Altima,Car,,2
3872,Store_2458,Silver,,,Minivan,,3
3873,Store_2458,Silver,,,SUV,,1
3874,Store_2458,White,Kia,Soul,,,1
3875,Store_2458,White,,,SUV,,2
3876,Store_2458,,,,,,14
3877,Store_2458,,,,Other,,1
3878,Store_2460,Black,Cadillac,CTS,Car,,3
3879,Store_2460,Blue,Dodge,Dart,Car,,1
3880,Store_2460,Gray,Nissan,,SUV,,1
3881,Store_2460,White,Honda,HR-V,SUV,,1
3882,Store_2460,,,,,,157
3883,Store_2463,Black,Chevrolet,,SUV,,1
3884,Store_2463,Black,Honda,Accord,Car,,1
3885,Store_2463,Black,Nissan,,SUV,,1
3886,Store_2463,Gold,Toyota,Corolla,Car,,1
3887,Store_2463,Gray,,,Car,,2
3888,Store_2463,,,,,,26
3889,Store_2467,Black,Jeep,,Truck,,1
3890,Store_2467,,,,,,7
3891,Store_2471,Beige,,,Car,,1
3892,Store_2471,Black,Toyota,,Car,,2
3893,Store_2471,White,Buick,,Car,,1
3894,Store_2471,White,GMC,Yukon XL,SUV,,1
3895,Store_2471,White,Nissan,,Car,,2
3896,Store_2471,,,,,,150
3897,Store_2479,,,,,,5
3898,Store_2482,Gray,,,Car,,3
3899,Store_2482,Red,Ford,Ranger,,1997,1
3900,Store_2482,White,,,Truck,,6
3901,Store_2482,,,,,,83
3902,Store_2485,Black,GMC,Yukon,SUV,,1
3903,Store_2485,Black,,,SUV,,1
3904,Store_2485,Blue,,,SUV,,2
3905,Store_2485,Blue,,,Van,,1
3906,Store_2485,Gray,Jeep,Renegade,SUV,2020,5
3907,Store_2485,Gray,,,Car,,1
3908,Store_2485,Gray,,,SUV,,1
3909,Store_2485,Red,,,Car,,1
3910,Store_2485,Silver,Nissan,Altima,Car,2007,3
3911,Store_2485,Silver,,,Car,,1
3912,Store_2485,Silver,,,SUV,,2
3913,Store_2485,White,Ford,,SUV,,1
3914,Store_2485,White,,,Car,,1
3915,Store_2485,White,,,SUV,,3
3916,Store_2485,,,,On Foot,,3
3917,Store_2487,Black,Subaru,Outback,SUV,,1
3918,Store_2487,Blue,,,SUV,,1
3919,Store_2487,Gray,Mercury,,SUV,,1
3920,Store_2487,Gray,Subaru,Outback,,,1
3921,Store_2487,Gray,Toyota,4Runner,SUV,,5
3922,Store_2487,Gray,,,SUV,,1
3923,Store_2487,Purple,Buick,,Car,,1
3924,Store_2487,Red,Dodge,Caravan,Minivan,,2
3925,Store_2487,Silver,Chevrolet,Tahoe,SUV,,1
3926,Store_2487,Silver,GMC,Terrain,SUV,,2
3927,Store_2487,Silver,Honda,Civic,Car,,1
3928,Store_2487,Silver,Hyundai,Santa Fe,SUV,,1
3929,Store_2487,Silver,INFINITI,,Car,,1
3930,Store_2487,White,Chevrolet,Equinox,SUV,,1
3931,Store_2487,White,GMC,Acadia Limited,SUV,,1
3932,Store_2487,,,,,,17
3933,Store_2489,Gray,Chevrolet,,SUV,,1
3934,Store_2489,Gray,Jeep,,Van,,1
3935,Store_2489,White,,,Car,,4
3936,Store_2489,White,,,Van,,1
3937,Store_2489,,,,,,38
3938,Store_2489,,,,Car,,5
3939,Store_2489,,,,Minivan,,2
3940,Store_2489,,,,On Foot,,1
3941,Store_2489,,,,Truck,,3
3942,Store_2498,Gray,,,Van,,1
3943,Store_2498,Red,Jeep,,SUV,,1
3944,Store_2498,Red,,,SUV,,1
3945,Store_2498,Silver,,,SUV,,1
3946,Store_2498,White,Toyota,RAV4,SUV,,1
3947,Store_2498,White,Volkswagen,,SUV,,1
3948,Store_2498,,,,,,6
3949,Store_2498,,,,Car,,1
3950,Store_2507,Black,,,Car,,4
3951,Store_2507,Gray,Mazda,,Car,,1
3952,Store_2507,,,,,,114
3953,Store_2510,Beige,,,,,1
3954,Store_2510,,,,,,38
3955,Store_2511,Silver,Honda,,,,1
3956,Store_2511,Silver,Toyota,RAV4,SUV,,1
3957,Store_2511,Silver,,,Car,,1
3958,Store_2511,,,,,,17
3959,Store_2527,Black,BMW,,Car,,1
3960,Store_2527,Blue,Hyundai,,Car,,2
3961,Store_2527,White,Chevrolet,Malibu Limited,Car,,1
3962,Store_2527,,,,,,22
3963,Store_2527,,,,Car,,2
3964,Store_2533,Beige,Chevrolet,Impala,,,1
3965,Store_2533,Black,Nissan,Altima,Car,,4
3966,Store_2533,Black,Nissan,Maxima,Car,,1
3967,Store_2533,Red,Chevrolet,Suburban,SUV,,1
3968,Store_2533,Red,Nissan,Altima,Car,,1
3969,Store_2533,Silver,Dodge,Charger,Car,,1
3970,Store_2533,,,,,,38
3971,Store_2538,Black,Lincoln,Continental,Car,1999,1
3972,Store_2538,Blue,,,,,2
3973,Store_2538,Red,Cadillac,CT6,,,2
3974,Store_2538,Silver,Nissan,,Minivan,,1
3975,Store_2538,White,,,SUV,,1
3976,Store_2538,,,,,,71
3977,Store_2539,Black,Acura,MDX,Car,,2
3978,Store_2539,,,,,,161
3979,Store_2543,,,,,,4
3980,Store_2546,,,,,,36
3981,Store_2548,Black,,,Car,,1
3982,Store_2548,Black,,,Other,,1
3983,Store_2548,Gray,Hyundai,,Car,,1
3984,Store_2548,Gray,,,SUV,,1
3985,Store_2548,White,Kia,,SUV,,2
3986,Store_2548,White,,,,,1
3987,Store_2548,White,,,Minivan,,2
3988,Store_2548,,,,,,4
3989,Store_2548,,,,Car,,13
3990,Store_2548,,,,SUV,,3
3991,Store_2548,,,,Truck,,1
3992,Store_2548,,,,Van,,2
3993,Store_2549,Beige,,,SUV,,2
3994,Store_2549,Blue,Chevrolet,,Car,,3
3995,Store_2549,Orange,Kia,,Car,,1
3996,Store_2549,,,,,,9
3997,Store_2550,Black,Chevrolet,Cruze,Car,,1
3998,Store_2550,Black,Chevrolet,,Truck,,1
3999,Store_2550,Black,Ford,,Car,,1
4000,Store_2550,Blue,Kia,Forte,Car,2022,1
4001,Store_2550,Blue,,,Car,,2
4002,Store_2550,Gray,Toyota,,Car,,1
4003,Store_2550,Gray,,,SUV,,1
4004,Store_2550,White,Nissan,,SUV,,2
4005,Store_2550,,,,,,34
4006,Store_2562,Black,,,Car,,2
4007,Store_2562,Blue,BMW,,Car,,4
4008,Store_2562,Blue,BMW,,Car,2016,4
4009,Store_2562,Blue,Nissan,,Car,,2
4010,Store_2562,Gray,Ford,,SUV,,2
4011,Store_2562,Gray,Honda,Odyssey,Van,,2
4012,Store_2562,White,Ford,Expedition,SUV,,1
4013,Store_2562,,Ford,EcoSport,SUV,,3
4014,Store_2562,,Honda,Accord,Car,,2
4015,Store_2562,,,,,,104
4016,Store_2562,,,,Minivan,,1
4017,Store_2567,Black,Chevrolet,Equinox,SUV,2010,1
4018,Store_2567,Black,GMC,Acadia Limited,SUV,,2
4019,Store_2567,Gold,Honda,Pilot,SUV,,3
4020,Store_2567,Red,Toyota,,Car,,1
4021,Store_2567,Silver,Dodge,Challenger,Car,,4
4022,Store_2567,Silver,Ford,F-150,Truck,,1
4023,Store_2567,Silver,Nissan,Murano,SUV,,1
4024,Store_2567,Silver,Toyota,Camry,Car,,3
4025,Store_2567,Silver,,,Car,,2
4026,Store_2567,White,Kia,Soul,SUV,,2
4027,Store_2567,,,,,,26
4028,Store_2567,,,,SUV,,1
4029,Store_2568,Black,,,Car,,2
4030,Store_2568,Black,,,Truck,,1
4031,Store_2568,Brown,,,SUV,,2
4032,Store_2568,Gray,Honda,Civic,Car,,2
4033,Store_2568,Gray,,,Car,,3
4034,Store_2568,Red,Mercedes-Benz,,Car,,1
4035,Store_2568,White,Lexus,,Car,,1
4036,Store_2568,White,Mazda,,Car,,1
4037,Store_2568,White,,,SUV,,5
4038,Store_2568,White,,,Van,,1
4039,Store_2568,,Honda,,Car,,1
4040,Store_2568,,Nissan,,SUV,,2
4041,Store_2568,,,,,,75
4042,Store_2570,Blue,,,SUV,,1
4043,Store_2570,Gold,Honda,,Minivan,,1
4044,Store_2570,Silver,,,SUV,,2
4045,Store_2570,White,Chevrolet,Silverado 1500,Truck,,2
4046,Store_2570,White,,,Car,,1
4047,Store_2570,White,,,SUV,,1
4048,Store_2570,,,,,,24
4049,Store_2570,,,,Car,,2
4050,Store_2572,Black,Honda,Accord,Car,,2
4051,Store_2572,Black,,,SUV,,1
4052,Store_2572,Blue,Buick,LeSabre,Car,,1
4053,Store_2572,Blue,,,Car,,1
4054,Store_2572,Gold,Chevrolet,,SUV,,2
4055,Store_2572,Gold,Ford,F-150,Truck,,1
4056,Store_2572,Gold,Honda,Odyssey,Van,,1
4057,Store_2572,Gold,,,Van,,1
4058,Store_2572,Gray,Kia,Soul,SUV,,2
4059,Store_2572,Gray,Mazda,626,Car,,1
4060,Store_2572,Gray,Toyota,Corolla,Car,,1
4061,Store_2572,Gray,,,Car,,2
4062,Store_2572,Gray,,,SUV,,1
4063,Store_2572,Green,Mazda,,,,2
4064,Store_2572,Red,Ford,Explorer,SUV,,1
4065,Store_2572,Red,Mazda,,Car,,1
4066,Store_2572,Red,,,SUV,,1
4067,Store_2572,Silver,Chevrolet,Cruze,Car,,2
4068,Store_2572,Silver,Toyota,,Car,,1
4069,Store_2572,Silver,,,Car,,2
4070,Store_2572,Silver,,,SUV,,1
4071,Store_2572,White,Nissan,Maxima,Car,2003,1
4072,Store_2572,White,Nissan,,Car,,1
4073,Store_2572,White,,,SUV,,1
4074,Store_2572,White,,,Truck,,2
4075,Store_2572,,,,,,35
4076,Store_2572,,,,Box Truck,,1
4077,Store_2572,,,,Car,,6
4078,Store_2574,,,,,,77
4079,Store_2575,Black,Ford,Focus,Car,,3
4080,Store_2575,Black,GMC,,SUV,,3
4081,Store_2575,Black,,,Truck,,1
4082,Store_2575,Blue,Ford,Fusion,Car,,2
4083,Store_2575,Blue,,,Car,,1
4084,Store_2575,Gold,,,Car,,1
4085,Store_2575,Red,Ford,Fiesta,Car,,6
4086,Store_2575,Silver,Ford,Taurus,Car,,1
4087,Store_2575,Silver,Pontiac,Grand Prix,Car,,4
4088,Store_2575,Silver,,,Car,,2
4089,Store_2575,White,Ford,Fusion,Car,,2
4090,Store_2575,White,Jeep,Compass,SUV,,2
4091,Store_2575,White,Kia,Soul,Car,,1
4092,Store_2575,White,Nissan,Altima,Car,,6
4093,Store_2575,White,,,Car,,4
4094,Store_2575,,,,,,49
4095,Store_2588,Black,BMW,8 Series,Car,,1
4096,Store_2588,Gray,Ford,Ranger,Truck,,1
4097,Store_2588,Silver,Ford,Explorer Sport,SUV,,1
4098,Store_2588,,,,,,144
4099,Store_2588,,,,Car,,1
4100,Store_2600,Black,Kia,,Car,,1
4101,Store_2600,Black,,,Car,,1
4102,Store_2600,Black,,,Truck,,1
4103,Store_2600,Gold,Ford,,Car,,1
4104,Store_2600,Gray,Chevrolet,Silverado 1500,Truck,,1
4105,Store_2600,Gray,,,Truck,,1
4106,Store_2600,Silver,Dodge,Charger,Car,,1
4107,Store_2600,White,Volkswagen,Golf,Car,,1
4108,Store_2600,White,,,Car,,1
4109,Store_2600,White,,,SUV,,1
4110,Store_2600,,,,,,17
4111,Store_2600,,,,Car,,1
4112,Store_2600,,,,On Foot,,2
4113,Store_2600,,,,Truck,,1
4114,Store_2608,Blue,Toyota,RAV4,SUV,,2
4115,Store_2608,Silver,,,SUV,,2
4116,Store_2608,,,,,,20
4117,Store_2619,Black,,,Car,,4
4118,Store_2619,Blue,Honda,Civic,Car,,1
4119,Store_2619,Red,,,Car,,1
4120,Store_2619,Silver,,,Car,,1
4121,Store_2619,White,Chevrolet,,Truck,,1
4122,Store_2619,White,,,Car,,1
4123,Store_2619,,,,,,10
4124,Store_2620,Blue,Nissan,Frontier,Truck,2014,1
4125,Store_2620,Green,Acura,Integra,Car,1999,2
4126,Store_2620,Silver,Hyundai,Sonata,Car,2013,2
4127,Store_2620,,,,,,93
4128,Store_2622,,,,,,31
4129,Store_2633,Black,Honda,HR-V,SUV,,2
4130,Store_2633,Black,,,SUV,,2
4131,Store_2633,Blue,,,Car,,3
4132,Store_2633,White,,,SUV,,2
4133,Store_2633,,,,,,94
4134,Store_2633,,,,Car,,3
4135,Store_2633,,,,SUV,,2
4136,Store_2635,,,,,,83
4137,Store_2638,Beige,Mercedes-Benz,,Car,,1
4138,Store_2638,Black,Ford,Escape,SUV,,4
4139,Store_2638,Gold,Toyota,,Car,,3
4140,Store_2638,White,Nissan,Altima,Car,,3
4141,Store_2638,White,Toyota,,Car,,6
4142,Store_2638,,,,,,4
4143,Store_2653,Black,Chrysler,200,Car,,1
4144,Store_2653,Black,Honda,Civic,Car,,1
4145,Store_2653,Silver,Honda,Accord,Car,,1
4146,Store_2653,,,,,,11
4147,Store_2655,Beige,Ford,Expedition,SUV,,1
4148,Store_2655,Black,,,Car,,2
4149,Store_2655,Black,,,SUV,,1
4150,Store_2655,Green,,,Truck,,1
4151,Store_2655,Maroon,Honda,CR-V,SUV,,1
4152,Store_2655,Red,,,Car,,1
4153,Store_2655,Red,,,SUV,,2
4154,Store_2655,Silver,,,Car,,1
4155,Store_2655,White,Ford,F-150,Truck,,1
4156,Store_2655,White,Nissan,,Car,,2
4157,Store_2655,White,Ram,2500,Van,,3
4158,Store_2655,White,,,Car,,1
4159,Store_2655,,,,,,173
4160,Store_2655,,,,Truck,,1
4161,Store_2656,Black,GMC,Yukon,SUV,,1
4162,Store_2656,Black,Hyundai,,Car,,1
4163,Store_2656,Blue,Ford,,,,1
4164,Store_2656,Blue,,,SUV,,2
4165,Store_2656,Gray,Cadillac,SRX,SUV,,3
4166,Store_2656,Gray,Chevrolet,Malibu,Car,2021,2
4167,Store_2656,Red,Dodge,,Car,,2
4168,Store_2656,Silver,,,Car,,1
4169,Store_2656,White,,,Car,,1
4170,Store_2656,White,,,SUV,,3
4171,Store_2656,,,,,,5
4172,Store_2656,,,,SUV,,1
4173,Store_2659,Black,Dodge,Challenger,Car,,3
4174,Store_2659,,,,,,97
4175,Store_2659,,,,Car,,9
4176,Store_2661,Gray,,,SUV,,2
4177,Store_2661,Red,,,Car,,1
4178,Store_2661,White,,,SUV,,1
4179,Store_2661,,,,,,2
4180,Store_2661,,,,On Foot,,1
4181,Store_2661,,,,SUV,,5
4182,Store_2662,Black,Honda,Pilot,SUV,,2
4183,Store_2662,Gray,Honda,Odyssey,,2008,2
4184,Store_2662,Gray,,,,,1
4185,Store_2662,White,,,SUV,,2
4186,Store_2662,,,,,,62
4187,Store_2662,,,,SUV,,1
4188,Store_2666,Black,Nissan,Xterra,SUV,,1
4189,Store_2666,Black,,,Car,,1
4190,Store_2666,Blue,Toyota,Camry,Car,,1
4191,Store_2666,Gold,Honda,CR-V,SUV,,2
4192,Store_2666,Gray,,,SUV,,1
4193,Store_2666,Green,Honda,,Car,,2
4194,Store_2666,White,,,Car,,10
4195,Store_2666,White,,,Truck,,1
4196,Store_2666,,,,,,35
4197,Store_2669,Black,,,Car,,1
4198,Store_2669,Brown,,,,,2
4199,Store_2669,Green,,,Car,,1
4200,Store_2669,Red,Chrysler,,Car,,1
4201,Store_2669,Silver,,,Car,,5
4202,Store_2669,White,Ford,,Truck,,1
4203,Store_2669,White,,,Car,,2
4204,Store_2669,,,,,,192
4205,Store_2685,Black,Ford,,SUV,,3
4206,Store_2685,Blue,,,Car,,1
4207,Store_2685,White,,,Car,,2
4208,Store_2685,,,,,,15
4209,Store_2685,,,,Car,,1
4210,Store_2685,,,,Truck,,1
4211,Store_2687,Black,BMW,,Car,,1
4212,Store_2687,,,,,,5
4213,Store_2689,,,,,,309
4214,Store_2690,Green,,,Car,,3
4215,Store_2690,Silver,,,Car,,1
4216,Store_2690,White,,,Car,,1
4217,Store_2690,,,,,,7
4218,Store_2693,Beige,Ford,Taurus,Car,,1
4219,Store_2693,Black,BMW,,Car,,2
4220,Store_2693,Black,Chevrolet,,Car,,1
4221,Store_2693,Gray,,,Car,,1
4222,Store_2693,Red,Toyota,ECHO,Car,,1
4223,Store_2693,Silver,,,Car,,4
4224,Store_2693,White,Chrysler,300,Car,,2
4225,Store_2693,White,Kia,,Car,,1
4226,Store_2693,White,Nissan,Altima,Car,,4
4227,Store_2693,,,,,,27
4228,Store_2693,,,,Car,,6
4229,Store_2693,,,,SUV,,1
4230,Store_2698,Black,Ford,F-150,Truck,,2
4231,Store_2698,Black,GMC,Terrain,SUV,,2
4232,Store_2698,Black,Nissan,Frontier,Truck,,2
4233,Store_2698,Black,Toyota,Camry,Car,,1
4234,Store_2698,Black,Toyota,Camry,Car,1999,1
4235,Store_2698,Black,Toyota,Corolla,Car,,6
4236,Store_2698,Black,,,SUV,,3
4237,Store_2698,Blue,Toyota,,Car,2019,1
4238,Store_2698,Brown,Chevrolet,,SUV,,1
4239,Store_2698,Gray,Chevrolet,Colorado,Truck,,1
4240,Store_2698,Gray,Dodge,Charger,Car,,2
4241,Store_2698,Gray,Jeep,Renegade,Car,,4
4242,Store_2698,Gray,,,SUV,,1
4243,Store_2698,Red,,,Car,,1
4244,Store_2698,Silver,Chevrolet,,Car,,1
4245,Store_2698,Silver,,,SUV,,1
4246,Store_2698,White,GMC,Yukon,SUV,,1
4247,Store_2698,White,Honda,,SUV,,1
4248,Store_2698,White,Kia,Stinger,,,3
4249,Store_2698,White,Mercedes-Benz,,Car,,2
4250,Store_2698,White,Toyota,Sienna,SUV,,1
4251,Store_2698,White,,,Car,,4
4252,Store_2698,White,,,SUV,,1
4253,Store_2698,White,,,Van,,1
4254,Store_2698,,,,,,162
4255,Store_2698,,,,SUV,,1
4256,Store_2700,Black,,,Car,,4
4257,Store_2700,Silver,Nissan,,Car,,1
4258,Store_2700,White,,,Car,,1
4259,Store_2700,,,,,,52
4260,Store_2700,,,,SUV,,2
4261,Store_2704,,,,,,42
4262,Store_2708,Gray,Hyundai,Tucson,SUV,,1
4263,Store_2708,Silver,Chevrolet,,SUV,,1
4264,Store_2708,Two-Tone,,,SUV,,1
4265,Store_2708,,,,,,26
4266,Store_2708,,,,Car,,3
4267,Store_2708,,,,SUV,,4
4268,Store_2708,,,,Van,,2
4269,Store_2712,Beige,,,Van,,1
4270,Store_2712,Black,,,Car,,2
4271,Store_2712,White,Kia,Optima,Car,,3
4272,Store_2712,White,,,Car,,4
4273,Store_2712,White,,,Van,,1
4274,Store_2712,,Honda,,Car,,1
4275,Store_2712,,,,,,20
4276,Store_2716,Beige,Kia,,Car,,2
4277,Store_2716,Black,,,SUV,,1
4278,Store_2716,Blue,Volkswagen,,,,1
4279,Store_2716,Gray,Honda,Civic,Car,,1
4280,Store_2716,Red,,,SUV,,3
4281,Store_2716,Silver,Chevrolet,,Car,,1
4282,Store_2716,Silver,Kia,Forte,Car,,1
4283,Store_2716,White,Ford,,SUV,,1
4284,Store_2716,White,,,Car,,3
4285,Store_2716,White,,,Van,,3
4286,Store_2716,,,,,,31
4287,Store_2716,,,,Car,,1
4288,Store_2716,,,,On Foot,,1
4289,Store_2718,Black,Mercedes-Benz,,Car,,2
4290,Store_2718,Black,,,Car,,2
4291,Store_2718,Gray,,,Car,,3
4292,Store_2718,Gray,,,SUV,,1
4293,Store_2718,Green,Honda,,Car,,1
4294,Store_2718,Red,Chevrolet,,Car,,1
4295,Store_2718,White,Toyota,,Car,,1
4296,Store_2718,White,,,Car,,1
4297,Store_2718,White,,,SUV,,1
4298,Store_2718,,,,,,92
4299,Store_2718,,,,Car,,3
4300,Store_2718,,,,SUV,,2
4301,Store_2718,,,,Van,,1
4302,Store_2723,Beige,,,Truck,,1
4303,Store_2723,Black,Chevrolet,Malibu,Car,2023,4
4304,Store_2723,Black,Jeep,Compass,SUV,2022,1
4305,Store_2723,Blue,Chrysler,Town and Country,Van,2012,2
4306,Store_2723,Gold,Toyota,,Car,,1
4307,Store_2723,Gray,Hyundai,Accent,Car,2005,1
4308,Store_2723,Gray,Toyota,Camry,,2004,1
4309,Store_2723,Gray,,,Truck,,1
4310,Store_2723,Silver,Mercedes-Benz,CLS-Class,Car,2006,3
4311,Store_2723,,,,,,96
4312,Store_2723,,,,On Foot,,1
4313,Store_2723,,,,SUV,,1
4314,Store_2724,Red,,,Car,,2
4315,Store_2724,White,Chevrolet,Trax,Car,,2
4316,Store_2724,,,,,,79
4317,Store_2724,,,,Minivan,,1
4318,Store_2728,Black,Ford,Edge,SUV,2013,2
4319,Store_2728,Black,Toyota,Camry,Car,,1
4320,Store_2728,Black,,,Car,,2
