Primary_Key,Store_Number,vehicle_color,vehicle_make,vehicle_model,vehicle_type,vehicle_year,count
1,Store_0005,Beige,GMC,,SUV,,1
2,Store_0005,Beige,Nissan,Altima,Car,,2
3,Store_0005,Black,Dodge,Avenger,Car,2011,2
4,Store_0005,Black,Dodge,Durango,SUV,,1
5,Store_0005,Black,Ford,Escape,SUV,2016,1
6,Store_0005,Black,GMC,Acadia Limited,SUV,,1
7,Store_0005,Black,Hyundai,Palisade,SUV,2019,3
8,Store_0005,Black,,,Car,,5
9,Store_0005,Black,,,SUV,,5
10,Store_0005,Blue,Ford,Edge,SUV,2013,1
11,Store_0005,Blue,,,Car,,2
12,Store_0005,Gold,Dodge,,Van,,1
13,Store_0005,Gold,,,Car,,1
14,Store_0005,Gray,BMW,,Car,,1
15,Store_0005,Gray,,,Car,,2
16,Store_0005,Red,Ford,Fusion,Car,2012,1
17,Store_0005,Red,Ford,,SUV,,1
18,Store_0005,Red,,,SUV,,2
19,Store_0005,Silver,Chevrolet,Malibu,Car,2015,1
20,Store_0005,Silver,Kia,Soul,SUV,,2
21,Store_0005,Silver,Toyota,Corolla,Car,2022,1
22,Store_0005,Silver,,,Car,,1
23,Store_0005,Silver,,,SUV,,5
24,Store_0005,White,Chevrolet,Equinox,SUV,,2
25,Store_0005,White,Chevrolet,Equinox,SUV,2018,1
26,Store_0005,White,GMC,Terrain,SUV,,1
27,Store_0005,White,Nissan,Rogue,SUV,2014,1
28,Store_0005,White,,,Car,,5
29,Store_0005,White,,,SUV,,4
30,Store_0005,,Ford,,SUV,,2
31,Store_0005,,,,,,10
32,Store_0005,,,,On Foot,,6
33,Store_0005,,,,SUV,,4
34,Store_0006,Black,Dodge,RAM 250,Truck,,1
35,Store_0006,Black,Nissan,Altima,Car,,1
36,Store_0006,Black,,,SUV,,2
37,Store_0006,Blue,Volvo,,Car,,4
38,Store_0006,Gray,Honda,,Car,,1
39,Store_0006,Red,Subaru,,Car,,4
40,Store_0006,White,Lexus,,SUV,,1
41,Store_0006,,,,,,39
42,Store_0017,Black,Ford,EcoSport,SUV,,1
43,Store_0017,Black,Lexus,,Car,,1
44,Store_0017,Blue,Nissan,Rogue,SUV,2019,2
45,Store_0017,Blue,Subaru,,SUV,,1
46,Store_0017,Silver,Mercedes-Benz,,Car,,2
47,Store_0017,,,,,,2
48,Store_0018,Black,Toyota,4Runner,SUV,,1
49,Store_0018,,,,,,39
50,Store_0021,Black,INFINITI,,Car,,2
51,Store_0021,Black,,,Car,,1
52,Store_0021,Blue,Chevrolet,Cruze,Car,,4
53,Store_0021,Blue,,,Truck,,2
54,Store_0021,Gray,Buick,Enclave,SUV,,2
55,Store_0021,Gray,Buick,,Car,,2
56,Store_0021,Gray,Cadillac,ATS Coupe,Car,,2
57,Store_0021,Gray,Chevrolet,Traverse,SUV,,1
58,Store_0021,Gray,Ford,F-150,Truck,,1
59,Store_0021,Gray,Nissan,Altima,Car,,2
60,Store_0021,Gray,Toyota,Camry,Car,,4
61,Store_0021,Gray,,,Car,,6
62,Store_0021,Gray,,,Truck,,1
63,Store_0021,Gray,,,Van,,2
64,Store_0021,Red,Toyota,Corolla,Car,,1
65,Store_0021,Red,,,Car,,2
66,Store_0021,Silver,Chevrolet,Impala,Car,,1
67,Store_0021,Silver,Toyota,Camry,Car,,2
68,Store_0021,Silver,,,SUV,,3
69,Store_0021,White,Ford,F-150,Truck,,1
70,Store_0021,White,Jeep,,SUV,,1
71,Store_0021,White,,,Car,,4
72,Store_0021,,,,,,13
73,Store_0021,,,,On Foot,,2
74,Store_0031,Black,Nissan,Altima,Car,,2
75,Store_0031,,,,,,24
76,Store_0032,Black,,,Car,,1
77,Store_0032,Black,,,Truck,,2
78,Store_0032,Blue,,,Car,,1
79,Store_0032,Blue,,,SUV,,1
80,Store_0032,Maroon,,,SUV,,1
81,Store_0032,Silver,Honda,Accord,Car,,1
82,Store_0032,Silver,,,Car,,6
83,Store_0032,White,Cadillac,CTS,SUV,,2
84,Store_0032,,,,,,1
85,Store_0032,,,,Car,,1
86,Store_0032,,,,On Foot,,6
87,Store_0032,,,,Truck,,1
88,Store_0034,Black,Chevrolet,Suburban,,,2
89,Store_0034,Black,Jeep,Grand Cherokee,SUV,,1
90,Store_0034,Black,Lincoln,Navigator,SUV,,1
91,Store_0034,Black,Nissan,Sentra,Car,,2
92,Store_0034,Black,Toyota,Camry,Car,2023,9
93,Store_0034,Black,,,Car,,3
94,Store_0034,Blue,Nissan,,Car,,1
95,Store_0034,Gold,Buick,LeSabre,Car,,1
96,Store_0034,Gold,Toyota,Highlander,,2006,3
97,Store_0034,Gray,Buick,,Car,,1
98,Store_0034,Gray,MINI,Cooper,Car,2018,1
99,Store_0034,Gray,Volkswagen,,Car,,1
100,Store_0034,Gray,,,Car,,1
101,Store_0034,Green,,,Car,,1
102,Store_0034,Silver,INFINITI,,SUV,,1
103,Store_0034,Silver,Jaguar,,SUV,,1
104,Store_0034,Silver,Kia,,Car,,2
105,Store_0034,Silver,Toyota,Camry,,2013,1
106,Store_0034,Silver,Toyota,Camry,Car,2013,2
107,Store_0034,Silver,,,SUV,,1
108,Store_0034,White,Ford,Fusion,Car,,2
109,Store_0034,White,Kia,Optima,Car,2015,1
110,Store_0034,White,Toyota,Camry,Car,,3
111,Store_0034,White,,,Car,,2
112,Store_0034,White,,,SUV,,2
113,Store_0034,,,,,,46
114,Store_0034,,,,SUV,,2
115,Store_0036,Black,Ford,Focus,Car,,1
116,Store_0036,Black,Nissan,,SUV,,2
117,Store_0036,Black,Volkswagen,,,,1
118,Store_0036,Black,,,Car,,1
119,Store_0036,Blue,,,Car,,1
120,Store_0036,Gray,Ford,,Truck,,6
121,Store_0036,Gray,Jeep,,SUV,,1
122,Store_0036,Red,Kia,,Car,,1
123,Store_0036,Silver,Chevrolet,Camaro,Car,,1
124,Store_0036,Silver,Nissan,Rogue,SUV,,1
125,Store_0036,Silver,Toyota,,Car,,1
126,Store_0036,Silver,,,Car,,3
127,Store_0036,White,Ford,Explorer,SUV,,6
128,Store_0036,White,Ford,Mustang,Car,,1
129,Store_0036,White,GMC,,SUV,,2
130,Store_0036,White,Hyundai,,Car,,1
131,Store_0036,White,Lexus,RX 300,,,1
132,Store_0036,White,Mercury,Mountaineer,SUV,,1
133,Store_0036,White,,,Car,,2
134,Store_0036,White,,,SUV,,1
135,Store_0036,,,,,,73
136,Store_0036,,,,Car,,2
137,Store_0036,,,,Motorcycle,,1
138,Store_0036,,,,SUV,,3
139,Store_0038,Gray,Toyota,RAV4,SUV,,1
140,Store_0038,White,Toyota,Corolla,,,2
141,Store_0038,,,,,,28
142,Store_0043,Black,,,Car,,8
143,Store_0043,Gray,,,Car,,11
144,Store_0043,Gray,,,Truck,,1
145,Store_0043,Red,Jeep,,SUV,,1
146,Store_0043,Red,,,Car,,2
147,Store_0043,Red,,,SUV,,1
148,Store_0043,Red,,,Truck,,3
149,Store_0043,Silver,Kia,,SUV,,2
150,Store_0043,Silver,,,Car,,3
151,Store_0043,White,Jeep,,Car,,2
152,Store_0043,White,Jeep,,Van,,1
153,Store_0043,White,,,Car,,2
154,Store_0043,White,,,Van,,1
155,Store_0043,,,,,,68
156,Store_0043,,,,Minivan,,3
157,Store_0043,,,,SUV,,1
158,Store_0056,Black,Nissan,Rogue,SUV,,2
159,Store_0056,Blue,Dodge,Caravan,Minivan,,1
160,Store_0056,Blue,Subaru,,SUV,,1
161,Store_0056,Blue,,,Car,,1
162,Store_0056,Blue,,,SUV,,4
163,Store_0056,Gray,Nissan,Pathfinder,SUV,,2
164,Store_0056,Red,Hyundai,Elantra,Car,,1
165,Store_0056,Red,,,SUV,,1
166,Store_0056,Silver,Honda,,Minivan,,4
167,Store_0056,Silver,Saturn,,Car,,1
168,Store_0056,White,Dodge,,SUV,,2
169,Store_0056,White,Mazda,,SUV,,1
170,Store_0056,White,,,SUV,,1
171,Store_0056,,Honda,CR-V,SUV,,1
172,Store_0056,,,,,,78
173,Store_0056,,,,Car,,1
174,Store_0058,Black,Hyundai,Azera,Car,,3
175,Store_0058,Black,Nissan,Altima,Car,,3
176,Store_0058,Black,Porsche,Cayenne,SUV,,1
177,Store_0058,Black,Toyota,RAV4,SUV,,8
178,Store_0058,Black,Volkswagen,,Car,,1
179,Store_0058,Black,,,SUV,,2
180,Store_0058,Blue,Jeep,,SUV,,2
181,Store_0058,Gray,,,Car,,1
182,Store_0058,Gray,,,SUV,,1
183,Store_0058,Green,,,Car,,2
184,Store_0058,Maroon,Jeep,,SUV,,2
185,Store_0058,Orange,Mitsubishi,Outlander,SUV,,2
186,Store_0058,Red,Toyota,,Car,,2
187,Store_0058,Silver,Audi,Q5,SUV,2010,1
188,Store_0058,Silver,Chevrolet,Impala,Car,,1
189,Store_0058,Silver,Ford,,Car,,3
190,Store_0058,Silver,,,SUV,,3
191,Store_0058,White,Audi,Q5,SUV,2022,2
192,Store_0058,White,Ford,Escape,SUV,,2
193,Store_0058,White,Ford,Fusion,Car,,2
194,Store_0058,White,Honda,Accord,Car,,1
195,Store_0058,White,Jeep,Cherokee,SUV,,2
196,Store_0058,White,Mitsubishi,Eclipse,Car,,1
197,Store_0058,White,Nissan,Rogue,SUV,,4
198,Store_0058,White,Subaru,BRZ,Car,,2
199,Store_0058,White,,,Car,,1
200,Store_0058,White,,,Van,,2
201,Store_0058,,,,,,4
202,Store_0058,,,,On Foot,,2
203,Store_0059,Black,Chevrolet,,SUV,,1
204,Store_0059,Blue,,,Car,,1
205,Store_0059,Blue,,,SUV,,2
206,Store_0059,Gray,Toyota,RAV4,SUV,2018,1
207,Store_0059,Silver,Hyundai,,Car,,1
208,Store_0059,,,,,,14
209,Store_0063,Blue,,,Car,,1
210,Store_0063,Silver,Honda,,,,1
211,Store_0063,Silver,,,Car,,2
212,Store_0063,White,,,Car,,1
213,Store_0063,,,,,,9
214,Store_0063,,,,On Foot,,3
215,Store_0066,Black,Dodge,Durango,SUV,,1
216,Store_0066,Black,Mazda,,Car,,2
217,Store_0066,Gray,INFINITI,FX,SUV,,2
218,Store_0066,Red,,,SUV,,2
219,Store_0066,Silver,Nissan,Rogue,SUV,,2
220,Store_0066,White,Ford,Edge,SUV,,1
221,Store_0066,,Ford,Escape,SUV,,2
222,Store_0066,,,,,,59
223,Store_0066,,,,Car,,4
224,Store_0066,,,,Truck,,2
225,Store_0069,Gray,,,Car,,1
226,Store_0069,Gray,,,SUV,,1
227,Store_0069,Green,Kia,Soul,,,1
228,Store_0069,,,,,,41
229,Store_0070,Black,Volkswagen,,Car,,1
230,Store_0070,,Cadillac,,Truck,,3
231,Store_0070,,,,,,13
232,Store_0070,,,,Truck,,2
233,Store_0076,Beige,,,Car,,5
234,Store_0076,Beige,,,SUV,,2
235,Store_0076,Black,Chevrolet,Equinox,SUV,,1
236,Store_0076,Black,Chevrolet,,Car,,2
237,Store_0076,Black,Jeep,Wrangler,SUV,,2
238,Store_0076,Black,,,Car,,3
239,Store_0076,Black,,,Minivan,,1
240,Store_0076,Black,,,SUV,,1
241,Store_0076,Black,,,Truck,,3
242,Store_0076,Gray,,,Minivan,,1
243,Store_0076,Gray,,,SUV,,3
244,Store_0076,Green,,,Minivan,,1
245,Store_0076,Red,,,Car,,2
246,Store_0076,Red,,,SUV,,3
247,Store_0076,Red,,,Truck,,2
248,Store_0076,Silver,,,Car,,7
249,Store_0076,Silver,,,SUV,,5
250,Store_0076,Silver,,,Truck,,1
251,Store_0076,White,,,Car,,8
252,Store_0076,White,,,SUV,,4
253,Store_0076,,,,,,29
254,Store_0076,,,,Car,,1
255,Store_0076,,,,SUV,,4
256,Store_0079,Black,Ford,,SUV,,1
257,Store_0079,Black,Honda,,Car,,1
258,Store_0079,Black,Toyota,Corolla,Car,,3
259,Store_0079,Gold,Ford,,Car,,1
260,Store_0079,Gold,Honda,Accord,Car,,1
261,Store_0079,Gray,Mercury,Mariner,SUV,,3
262,Store_0079,Gray,Toyota,,SUV,,1
263,Store_0079,Green,Toyota,Tacoma,Truck,,1
264,Store_0079,Green,,,SUV,,2
265,Store_0079,Red,Dodge,,Minivan,,1
266,Store_0079,Red,,,Truck,,1
267,Store_0079,Silver,Honda,Pilot,SUV,,4
268,Store_0079,White,,,Car,,1
269,Store_0079,,Lexus,,Car,,1
270,Store_0079,,,,,,76
271,Store_0080,Beige,Dodge,Grand Caravan,Van,,1
272,Store_0080,Black,Hyundai,Elantra,SUV,2020,2
273,Store_0080,Black,,,Car,,3
274,Store_0080,Black,,,SUV,,4
275,Store_0080,Black,,,Truck,,1
276,Store_0080,Gray,Ford,,Truck,,1
277,Store_0080,Gray,,,Minivan,,1
278,Store_0080,Red,,,Van,,2
279,Store_0080,,,,,,7
280,Store_0080,,,,Car,,1
281,Store_0080,,,,SUV,,1
282,Store_0104,,,,,,127
283,Store_0109,Black,BMW,,Car,,3
284,Store_0109,White,Chevrolet,,SUV,,1
285,Store_0109,White,Mitsubishi,,Car,,1
286,Store_0109,,,,,,26
287,Store_0114,White,Honda,Civic,Car,,2
288,Store_0114,,,,,,22
289,Store_0121,Black,,,Car,,8
290,Store_0121,Black,,,SUV,,2
291,Store_0121,Blue,Honda,Civic,Car,,5
292,Store_0121,Blue,,,SUV,,3
293,Store_0121,Red,,,Car,,5
294,Store_0121,Silver,,,SUV,,1
295,Store_0121,White,,,Car,,2
296,Store_0121,White,,,SUV,,2
297,Store_0121,,,,,,1
298,Store_0121,,,,Car,,4
299,Store_0121,,,,On Foot,,8
300,Store_0126,,,,,,90
301,Store_0133,Black,Kia,Sedona,Van,2015,1
302,Store_0133,Blue,Dodge,Challenger,Car,,2
303,Store_0133,Gold,Honda,Accord,Car,2018,1
304,Store_0133,White,Ford,F-250,Truck,,2
305,Store_0133,,,,,,58
306,Store_0134,Black,Mercedes-Benz,,,,1
307,Store_0134,Orange,Chevrolet,,Car,,3
308,Store_0134,White,Honda,,Car,,1
309,Store_0134,,,,,,120
310,Store_0139,,,,,,175
311,Store_0146,Black,Ford,,Car,,2
312,Store_0146,Black,Honda,Civic,Car,,2
313,Store_0146,Black,INFINITI,,SUV,,2
314,Store_0146,Black,Nissan,Altima,Car,,2
315,Store_0146,Blue,Ford,Edge,,,1
316,Store_0146,Blue,Ford,,Truck,,2
317,Store_0146,Blue,,,SUV,,1
318,Store_0146,Gray,Nissan,Sentra,,,2
319,Store_0146,Green,Subaru,,Car,,2
320,Store_0146,Silver,Toyota,Tacoma,Truck,,1
321,Store_0146,White,Chevrolet,Trax,Car,,3
322,Store_0146,White,GMC,,SUV,,1
323,Store_0146,White,Toyota,,Van,,3
324,Store_0146,White,,,Car,,2
325,Store_0146,,,,,,14
326,Store_0146,,,,Truck,,2
327,Store_0149,Black,Dodge,,SUV,,1
328,Store_0149,Black,Mercedes-Benz,,,,2
329,Store_0149,White,Honda,Civic,Car,,2
330,Store_0149,,,,,,40
331,Store_0152,,,,,,10
332,Store_0152,,,,Car,,3
333,Store_0152,,,,Truck,,1
334,Store_0153,,,,,,12
335,Store_0158,,,,,,9
336,Store_0165,Black,Chevrolet,Suburban,SUV,,2
337,Store_0165,Black,,,Car,,4
338,Store_0165,Black,,,SUV,,1
339,Store_0165,Blue,Chevrolet,Avalanche,Truck,,1
340,Store_0165,Gold,,,SUV,,2
341,Store_0165,Gray,Buick,,Car,,2
342,Store_0165,Red,,,Car,,4
343,Store_0165,Red,,,Motorcycle,,1
344,Store_0165,Silver,Jeep,,SUV,,1
345,Store_0165,Silver,,,Car,,1
346,Store_0165,Silver,,,Van,,3
347,Store_0165,White,,,Minivan,,1
348,Store_0165,White,,,SUV,,1
349,Store_0165,,,,,,20
350,Store_0165,,,,SUV,,2
351,Store_0171,,,,,,14
352,Store_0189,Black,Ford,Fusion,Car,,4
353,Store_0189,Black,Ford,,SUV,,1
354,Store_0189,Black,Jeep,Grand Cherokee,SUV,,1
355,Store_0189,Black,,,Car,,2
356,Store_0189,Blue,Honda,,Car,,2
357,Store_0189,Blue,Toyota,,Car,,3
358,Store_0189,Blue,,,Car,,1
359,Store_0189,Blue,,,SUV,,2
360,Store_0189,Gray,,,Car,,1
361,Store_0189,Gray,,,SUV,,4
362,Store_0189,Gray,,,Truck,,2
363,Store_0189,Red,Chevrolet,Silverado 1500 Classic,Truck,,2
364,Store_0189,Red,Ford,,Car,,2
365,Store_0189,Silver,Ford,Explorer,SUV,,8
366,Store_0189,Silver,,,SUV,,1
367,Store_0189,White,Acura,,SUV,,3
368,Store_0189,White,Audi,,Car,,2
369,Store_0189,White,Ford,F-150,Truck,,1
370,Store_0189,White,Nissan,Altima,Car,,6
371,Store_0189,White,Nissan,,Car,,2
372,Store_0189,White,,,Car,,5
373,Store_0189,White,,,Truck,,2
374,Store_0189,,,,,,58
375,Store_0189,,,,On Foot,,6
376,Store_0189,,,,SUV,,2
377,Store_0194,Black,,,Car,,2
378,Store_0194,Gray,Mazda,,Car,,2
379,Store_0194,Red,,,Car,,2
380,Store_0194,Silver,,,Car,,2
381,Store_0194,White,Honda,,Car,,2
382,Store_0194,,,,,,68
383,Store_0194,,,,Car,,3
384,Store_0197,Black,Ford,,Car,,1
385,Store_0197,,GMC,,SUV,,2
386,Store_0197,,,,,,18
387,Store_0210,Black,Chevrolet,Traverse,SUV,,2
388,Store_0210,Black,Ford,Explorer,SUV,,1
389,Store_0210,Black,Ford,F-150,Truck,,3
390,Store_0210,Black,Nissan,,Car,,1
391,Store_0210,Black,,,Truck,,1
392,Store_0210,Gold,,,SUV,,2
393,Store_0210,Gray,Dodge,,Car,,1
394,Store_0210,Gray,Kia,,SUV,,1
395,Store_0210,Gray,,,Car,,1
396,Store_0210,Gray,,,Minivan,,2
397,Store_0210,Red,Jeep,,SUV,,1
398,Store_0210,Red,,,SUV,,1
399,Store_0210,Silver,,,Car,,2
400,Store_0210,White,Jeep,,SUV,,2
401,Store_0210,White,,,Car,,4
402,Store_0210,White,,,Van,,1
403,Store_0210,,,,,,4
404,Store_0210,,,,SUV,,1
405,Store_0217,,,,,,97
406,Store_0220,Black,Dodge,,SUV,,1
407,Store_0220,,,,,,84
408,Store_0222,,,,,,1
409,Store_0223,Gray,Chrysler,,Car,,4
410,Store_0223,Gray,,,SUV,,1
411,Store_0223,Silver,Chevrolet,,SUV,,1
412,Store_0223,White,,,SUV,,1
413,Store_0223,,,,,,5
414,Store_0223,,,,Car,,2
415,Store_0224,Gray,Volkswagen,,Car,,1
416,Store_0224,Gray,,,SUV,,1
417,Store_0224,Gray,,,Van,,3
418,Store_0224,White,Ford,,Car,,1
419,Store_0224,White,,,Car,,1
420,Store_0224,,,,,,2
421,Store_0224,,,,On Foot,,6
422,Store_0227,Black,Chevrolet,Tahoe,SUV,,1
423,Store_0227,Silver,Acura,TSX,Car,,2
424,Store_0227,White,,,Car,,1
425,Store_0227,,,,,,6
426,Store_0233,Black,Ford,Explorer,SUV,,2
427,Store_0233,Black,Jeep,Wrangler,SUV,,2
428,Store_0233,Black,Volkswagen,Beetle Convertible,Car,,1
429,Store_0233,Blue,GMC,Sierra 1500,Truck,,2
430,Store_0233,Blue,Nissan,,Car,,1
431,Store_0233,Blue,,,SUV,,1
432,Store_0233,Brown,,,Car,,2
433,Store_0233,Gold,Ford,Explorer,SUV,,3
434,Store_0233,Gray,Dodge,Ram Pickup 1500,Truck,,2
435,Store_0233,Green,Ford,Mustang,Car,,1
436,Store_0233,Orange,Chevrolet,Corvette,Car,,2
437,Store_0233,Red,,,Car,,4
438,Store_0233,Silver,Chrysler,PT Cruiser,Car,,3
439,Store_0233,Silver,Subaru,,Car,,2
440,Store_0233,Silver,,,Car,,6
441,Store_0233,Silver,,,SUV,,4
442,Store_0233,White,Chevrolet,,Truck,,2
443,Store_0233,White,Dodge,,SUV,,2
444,Store_0233,White,Ford,,Truck,,4
445,Store_0233,White,,,Car,,4
446,Store_0233,White,,,SUV,,6
447,Store_0233,,,,,,13
448,Store_0237,Brown,Ford,,Truck,,2
449,Store_0237,Red,Jeep,Cherokee,SUV,,2
450,Store_0237,White,Kia,,Car,,1
451,Store_0237,,Acura,,SUV,,3
452,Store_0237,,Ford,,,,2
453,Store_0237,,Honda,,Car,,2
454,Store_0237,,Hyundai,,SUV,,2
455,Store_0237,,,,,,18
456,Store_0237,,,,Truck,,2
457,Store_0251,Black,Ford,Focus,Car,,1
458,Store_0251,Black,Honda,Pilot,SUV,2009,4
459,Store_0251,Black,Nissan,,Car,,6
460,Store_0251,Black,Toyota,Corolla,Car,2022,1
461,Store_0251,Blue,Chevrolet,Equinox,SUV,,2
462,Store_0251,Blue,Toyota,Sienna,Van,,1
463,Store_0251,Gray,Ford,Taurus,Car,,4
464,Store_0251,Gray,INFINITI,Q50,Car,2016,4
465,Store_0251,Gray,Kia,,Car,,25
466,Store_0251,Red,Chevrolet,Silverado 1500,Truck,1998,1
467,Store_0251,Red,Ford,Explorer,SUV,,2
468,Store_0251,Red,INFINITI,Q50,Car,2014,1
469,Store_0251,Red,,,Car,,6
470,Store_0251,Silver,Jeep,Patriot,SUV,2014,2
471,Store_0251,Silver,Lincoln,MKZ,Car,,7
472,Store_0251,Silver,Toyota,Highlander,SUV,2013,1
473,Store_0251,Silver,,,Car,,4
474,Store_0251,Silver,,,SUV,,1
475,Store_0251,White,Cadillac,,SUV,,2
476,Store_0251,White,Jeep,Renegade,SUV,,2
477,Store_0251,White,,,Box Truck,,2
478,Store_0251,White,,,Car,,1
479,Store_0251,,GMC,Yukon,SUV,,2
480,Store_0251,,Hyundai,Sonata,Car,,2
481,Store_0251,,Lexus,,Car,,1
482,Store_0251,,,,,,28
483,Store_0251,,,,SUV,,1
484,Store_0254,,,,,,131
485,Store_0263,Black,Chevrolet,,SUV,,2
486,Store_0263,Black,Nissan,Murano,,,1
487,Store_0263,Black,Nissan,Sentra,,,1
488,Store_0263,Black,Toyota,,,,1
489,Store_0263,Black,,,SUV,,1
490,Store_0263,Blue,Subaru,Forester,SUV,,1
491,Store_0263,Red,Honda,,Car,,1
492,Store_0263,White,Ford,,,,2
493,Store_0263,White,Volvo,XC60,,,1
494,Store_0263,,,,,,78
495,Store_0269,Gray,Chevrolet,,SUV,,2
496,Store_0269,Gray,,,,,2
497,Store_0269,Red,Cadillac,,Car,,1
498,Store_0269,Silver,Chevrolet,,Car,,1
499,Store_0269,Silver,Toyota,,Car,,1
500,Store_0269,Silver,,,SUV,,2
501,Store_0269,,,,,,112
502,Store_0269,,,,SUV,,1
503,Store_0270,Black,Dodge,Nitro,SUV,,2
504,Store_0270,Black,Ford,Fiesta,Car,,2
505,Store_0270,Black,,,Car,,4
506,Store_0270,Gray,Subaru,,Car,,1
507,Store_0270,Red,Honda,CR-V,SUV,,2
508,Store_0270,Red,Nissan,Pathfinder,SUV,,1
509,Store_0270,Silver,Nissan,Sentra,Car,,2
510,Store_0270,Silver,,,Car,,7
511,Store_0270,White,Chevrolet,Trax,Car,,9
512,Store_0270,White,Ford,,SUV,,4
513,Store_0270,White,Jeep,,SUV,,2
514,Store_0270,White,,,Car,,2
515,Store_0270,,,,,,16
516,Store_0270,,,,Car,,4
517,Store_0270,,,,SUV,,4
518,Store_0270,,,,Van,,1
519,Store_0274,Black,Audi,Q3,SUV,2001,8
520,Store_0274,Black,Chevrolet,Malibu,Car,,2
521,Store_0274,Black,Ford,,SUV,,1
522,Store_0274,Black,INFINITI,,SUV,,1
523,Store_0274,Black,Jeep,Wrangler,SUV,,1
524,Store_0274,Black,Land Rover,Discovery,SUV,2017,1
525,Store_0274,Black,Mitsubishi,Outlander Sport,SUV,2021,1
526,Store_0274,Black,Nissan,,SUV,,2
527,Store_0274,Black,Tesla,Model Y,SUV,2022,1
528,Store_0274,Black,Toyota,Tundra,Truck,,5
529,Store_0274,Black,,,Car,,6
530,Store_0274,Black,,,Truck,,1
531,Store_0274,Blue,Ford,Fusion,Car,2010,2
532,Store_0274,Blue,Volkswagen,,Car,,2
533,Store_0274,Gray,Chevrolet,Equinox,SUV,,1
534,Store_0274,Gray,Ford,Focus,Car,2012,1
535,Store_0274,Gray,GMC,Terrain,SUV,,1
536,Store_0274,Gray,Honda,Accord,Car,,2
537,Store_0274,Gray,Mitsubishi,,SUV,,1
538,Store_0274,Gray,Nissan,,SUV,,3
539,Store_0274,Gray,Subaru,Forester,SUV,2020,1
540,Store_0274,Gray,Toyota,C-HR,SUV,2017,4
541,Store_0274,Gray,Toyota,Highlander,SUV,,1
542,Store_0274,Gray,,,Car,,4
543,Store_0274,Gray,,,SUV,,2
544,Store_0274,Green,Mazda,,SUV,,1
545,Store_0274,Green,Toyota,Camry,Car,1995,2
546,Store_0274,Red,Chevrolet,Equinox,SUV,,2
547,Store_0274,Red,Dodge,Challenger,Car,,2
548,Store_0274,Red,Nissan,Sentra,Car,2018,3
549,Store_0274,Red,Nissan,,SUV,,3
550,Store_0274,Red,,,SUV,,4
551,Store_0274,White,Acura,,Car,,2
552,Store_0274,White,Audi,Q3,SUV,,2
553,Store_0274,White,Lexus,,SUV,,1
554,Store_0274,White,Mercedes-Benz,GLA-Class,SUV,,1
555,Store_0274,White,Mercedes-Benz,,SUV,,1
556,Store_0274,White,Nissan,Sentra,Car,,5
557,Store_0274,White,,,Car,,2
558,Store_0274,White,,,SUV,,2
559,Store_0274,,Chevrolet,Impala,Car,,1
560,Store_0274,,Toyota,Highlander,SUV,,1
561,Store_0274,,,,,,12
562,Store_0274,,,,Car,,3
563,Store_0274,,,,SUV,,2
564,Store_0278,Black,Jeep,,Car,,1
565,Store_0278,Black,Mitsubishi,,SUV,,2
566,Store_0278,Black,,,Truck,,2
567,Store_0278,Blue,Ford,,Car,,1
568,Store_0278,Green,Chevrolet,,SUV,,1
569,Store_0278,Silver,,,Car,,1
570,Store_0278,Silver,,,SUV,,3
571,Store_0278,,,,,,2
572,Store_0278,,,,SUV,,1
573,Store_0280,,,,,,142
574,Store_0282,Beige,Chevrolet,Silverado 1500,Truck,,1
575,Store_0282,Black,Nissan,Versa,Car,,2
576,Store_0282,Gray,Nissan,Altima,Car,,1
577,Store_0282,Gray,Toyota,Camry,Car,,1
578,Store_0282,Maroon,,,Car,,1
579,Store_0282,,,,,,6
580,Store_0284,Black,,,Car,,2
581,Store_0284,Black,,,SUV,,1
582,Store_0284,Gray,,,SUV,,1
583,Store_0284,Red,,,Car,,1
584,Store_0284,Silver,Ford,Focus,Car,2016,1
585,Store_0284,Silver,,,Van,,1
586,Store_0284,White,Toyota,,SUV,,1
587,Store_0284,,,,,,68
588,Store_0293,Black,Mitsubishi,Outlander,,2019,1
589,Store_0293,Gray,Kia,,SUV,,1
590,Store_0293,,,,,,172
591,Store_0297,Beige,Ford,Fusion,Car,,1
592,Store_0297,Beige,,,Car,,1
593,Store_0297,Black,,,Car,,4
594,Store_0297,Black,,,SUV,,3
595,Store_0297,Black,,,Van,,2
596,Store_0297,Blue,,,Car,,2
597,Store_0297,Blue,,,SUV,,1
598,Store_0297,Gold,,,Car,,1
599,Store_0297,Gray,,,Car,,1
600,Store_0297,Gray,,,SUV,,2
601,Store_0297,Gray,,,Truck,,1
602,Store_0297,Red,Hyundai,Tucson,SUV,2017,1
603,Store_0297,Silver,Volkswagen,Tiguan,SUV,2021,1
604,Store_0297,Silver,,,Car,,1
605,Store_0297,Silver,,,SUV,,1
606,Store_0297,Silver,,,Van,,3
607,Store_0297,White,Chevrolet,Blazer,SUV,,5
608,Store_0297,White,Jeep,,SUV,,2
609,Store_0297,White,Subaru,Outback,Car,2016,1
610,Store_0297,White,,,Car,,2
611,Store_0297,,,,,,14
612,Store_0297,,,,Car,,1
613,Store_0298,Black,FIAT,500,Car,,1
614,Store_0298,Black,Honda,Civic,Car,,3
615,Store_0298,Black,Honda,,Car,,1
616,Store_0298,Black,,,Car,,6
