OrderNum,Date,Cost,Tip,Tip Percentage,Order Time,Delivery Time,Total Delivery Time,City,Housing
1145,2018-08-25,17.0,3.0,0.1765,1900-01-01 16:33:00,1900-01-01 17:15:00,0:42,Plano,Residential
1130,2018-08-17,43.46,5.0,0.115,1900-01-01 19:43:00,1900-01-01 20:26:00,0:43,Plano,Residential
1008,2018-06-25,28.09,6.0,0.2136,1900-01-01 21:24:00,1900-01-01 22:08:00,0:44,Plano,Residential
1163,2018-09-01,68.09,6.91,0.1015,1900-01-01 18:08:00,1900-01-01 18:52:00,0:44,Plano,Residential
1028,2018-07-06,67.17,10.0,0.1489,1900-01-01 19:05:00,1900-01-01 19:50:00,0:45,Plano,Residential
1120,2018-08-12,34.64,5.36,0.1547,1900-01-01 16:38:00,1900-01-01 17:23:00,0:45,Plano,Residential
1148,2018-08-25,43.19,8.0,0.1852,1900-01-01 17:59:00,1900-01-01 18:44:00,0:45,Plano,Residential
1050,2018-07-14,58.08,5.0,0.0861,1900-01-01 19:54:00,1900-01-01 20:42:00,0:48,Plano,Residential
1112,2018-08-11,60.02,5.0,0.0833,1900-01-01 18:22:00,1900-01-01 19:10:00,0:48,Plano,Residential
1029,2018-07-06,44.92,10.0,0.2226,1900-01-01 19:10:00,1900-01-01 20:00:00,0:50,Plano,Residential
1118,2018-08-11,22.41,1.0,0.0446,1900-01-01 20:44:00,1900-01-01 21:34:00,0:50,Plano,Residential
1174,2018-09-03,33.02,6.98,0.2114,1900-01-01 18:21:00,1900-01-01 19:12:00,0:51,Plano,Residential
1187,2018-09-07,25.11,4.89,0.1947,1900-01-01 19:26:00,1900-01-01 20:24:00,0:58,Plano,Residential
1201,2018-09-10,25.44,9.56,0.3758,1900-01-01 18:02:00,1900-01-01 19:00:00,0:58,Plano,Residential
1075,2018-07-23,32.42,3.0,0.0925,1900-01-01 18:50:00,1900-01-01 19:49:00,0:59,Plano,Residential
1202,2018-09-10,15.7,4.3,0.2739,1900-01-01 18:06:00,1900-01-01 19:10:00,1:04,Plano,Residential
1063,2018-07-21,54.88,9.12,0.1662,1900-01-01 19:49:00,1900-01-01 20:55:00,1:06,Plano,Residential
1177,2018-09-03,83.03,10.0,0.1204,1900-01-01 18:22:00,1900-01-01 20:37:00,2:15,Plano,Residential
1012,2018-06-29,46.71,5.0,0.107,1900-01-01 18:50:00,1900-01-01 18:50:00,0:00,The Colony,Residential
1048,2018-07-14,47.52,5.0,0.1052,1900-01-01 18:40:00,1900-01-01 19:15:00,0:35,The Colony,Residential
1166,2018-09-01,39.46,5.0,0.1267,1900-01-01 19:12:00,1900-01-01 19:51:00,0:39,The Colony,Residential
1094,2018-08-04,51.85,6.0,0.1157,1900-01-01 19:51:00,1900-01-01 20:31:00,0:40,The Colony,Residential
1165,2018-09-01,90.39,20.0,0.2213,1900-01-01 19:01:00,1900-01-01 19:42:00,0:41,The Colony,Residential
1168,2018-09-01,33.56,5.0,0.149,1900-01-01 19:53:00,1900-01-01 20:36:00,0:43,The Colony,Residential
1088,2018-08-03,46.44,10.0,0.2153,1900-01-01 17:17:00,1900-01-01 18:04:00,0:47,The Colony,Residential
1214,2018-09-15,57.37,4.0,0.0697,1900-01-01 20:44:00,1900-01-01 21:32:00,0:48,The Colony,Residential
1074,2018-07-23,61.7,9.0,0.1459,1900-01-01 18:48:00,1900-01-01 19:38:00,0:50,The Colony,Residential
1152,2018-08-31,32.1,10.0,0.3115,1900-01-01 17:56:00,1900-01-01 18:46:00,0:50,The Colony,Residential
1230,2018-09-21,20.03,4.0,0.1997,1900-01-01 20:20:00,1900-01-01 21:14:00,0:54,The Colony,Residential
