OrderNum,Date,Cost,Tip,Tip Percentage,Order Time,Delivery Time,Total Delivery Time,City,Housing
1,2017-07-05,42.83,10.0,0.2335,1900-01-01 18:08:00,1900-01-01 18:32:00,0:24,Frisco,Residential
2,2017-07-05,22.14,10.0,0.4517,1900-01-01 19:24:00,1900-01-01 19:56:00,0:32,Lewisville,Residential
3,2017-07-05,39.67,8.0,0.2017,1900-01-01 20:01:00,1900-01-01 20:49:00,0:48,Frisco,Residential
4,2017-07-05,61.86,10.0,0.1617,1900-01-01 20:10:00,1900-01-01 21:05:00,0:55,Frisco,Residential
5,2017-07-05,41.35,6.0,0.1451,1900-01-01 20:14:00,1900-01-01 21:18:00,1:04,Frisco,Residential
6,2017-07-07,30.9,7.0,0.2265,1900-01-01 18:00:00,1900-01-01 18:00:00,0:00,Plano,Residential
7,2017-07-07,33.02,6.98,0.2114,1900-01-01 17:58:00,1900-01-01 18:36:00,0:38,The Colony,Residential
8,2017-07-07,38.32,5.0,0.1305,1900-01-01 18:14:00,1900-01-01 18:50:00,0:36,Frisco,Residential
9,2017-07-07,24.09,5.91,0.2453,1900-01-01 19:06:00,1900-01-01 19:38:00,0:32,Frisco,Residential
10,2017-07-07,33.77,11.0,0.3257,1900-01-01 19:01:00,1900-01-01 19:55:00,0:54,Frisco,Residential
11,2017-07-07,41.89,5.0,0.1194,1900-01-01 19:15:00,1900-01-01 20:04:00,0:49,Frisco,Residential
12,2017-07-08,19.49,3.0,0.1539,1900-01-01 16:44:00,1900-01-01 17:09:00,0:25,Frisco,Residential
13,2017-07-08,25.93,4.07,0.157,1900-01-01 17:37:00,1900-01-01 17:52:00,0:15,Plano,Residential
14,2017-07-08,34.59,4.41,0.1275,1900-01-01 18:19:00,1900-01-01 18:43:00,0:24,Frisco,Residential
15,2017-07-08,29.77,5.0,0.168,1900-01-01 18:49:00,1900-01-01 19:12:00,0:23,Frisco,Apartment
16,2017-07-08,27.33,5.67,0.2075,1900-01-01 19:44:00,1900-01-01 20:06:00,0:22,Frisco,Residential
17,2017-07-09,25.66,5.0,0.1949,1900-01-01 17:12:00,1900-01-01 17:46:00,0:34,Frisco,Residential
18,2017-07-09,36.16,3.84,0.1062,1900-01-01 17:22:00,1900-01-01 18:02:00,0:40,Frisco,Residential
19,2017-07-09,17.54,5.0,0.2851,1900-01-01 17:23:00,1900-01-01 18:13:00,0:50,Frisco,Apartment
20,2017-07-09,35.4,5.0,0.1412,1900-01-01 18:34:00,1900-01-01 19:02:00,0:28,Frisco,Residential
21,2017-07-09,54.61,6.0,0.1099,1900-01-01 18:52:00,1900-01-01 19:34:00,0:42,Frisco,Residential
22,2017-07-09,33.24,4.0,0.1203,1900-01-01 18:53:00,1900-01-01 19:45:00,0:52,Frisco,Residential
23,2017-07-09,56.45,13.0,0.2303,1900-01-01 19:03:00,1900-01-01 19:57:00,0:54,Frisco,Residential
24,2017-07-09,47.41,3.59,0.0757,1900-01-01 19:50:00,1900-01-01 20:31:00,0:41,Plano,Residential
25,2017-07-09,55.1,10.0,0.1815,1900-01-01 20:16:00,1900-01-01 21:04:00,0:48,Frisco,Hotel
26,2017-07-09,56.51,4.0,0.0708,1900-01-01 20:23:00,1900-01-01 21:47:00,1:24,Frisco,Residential
27,2017-07-10,41.3,6.0,0.1453,1900-01-01 17:55:00,1900-01-01 18:34:00,0:39,Frisco,Residential
28,2017-07-10,37.56,5.44,0.1448,1900-01-01 18:48:00,1900-01-01 19:09:00,0:21,Frisco,Residential
29,2017-07-10,59.65,10.0,0.1676,1900-01-01 19:50:00,1900-01-01 20:13:00,0:23,The Colony,Residential
30,2017-07-11,31.83,7.0,0.2199,1900-01-01 17:15:00,1900-01-01 17:50:00,0:35,The Colony,Residential
31,2017-07-11,59.38,15.0,0.2526,1900-01-01 18:32:00,1900-01-01 19:01:00,0:29,Frisco,Residential
32,2017-07-11,53.75,5.0,0.093,1900-01-01 19:30:00,1900-01-01 19:50:00,0:20,Frisco,Residential
33,2017-07-11,39.4,10.6,0.269,1900-01-01 19:43:00,1900-01-01 20:24:00,0:41,Plano,Apartment
34,2017-07-12,23.82,5.0,0.2099,1900-01-01 17:11:00,1900-01-01 17:40:00,0:29,Plano,Residential
35,2017-07-12,30.53,5.0,0.1638,1900-01-01 18:05:00,1900-01-01 18:33:00,0:28,Frisco,Business
36,2017-07-12,36.21,5.0,0.1381,1900-01-01 18:09:00,1900-01-01 18:53:00,0:44,Frisco,Residential
37,2017-07-12,46.98,5.0,0.1064,1900-01-01 18:13:00,1900-01-01 19:06:00,0:53,Frisco,Residential
38,2017-07-12,27.06,6.0,0.2217,1900-01-01 20:28:00,1900-01-01 20:55:00,0:27,Frisco,Residential
39,2017-07-15,15.7,3.0,0.1911,1900-01-01 16:11:00,1900-01-01 17:03:00,0:52,Plano,Residential
40,2017-07-15,52.12,5.0,0.0959,1900-01-01 16:26:00,1900-01-01 17:07:00,0:41,Plano,Residential
41,2017-07-15,128.06,12.0,0.0937,1900-01-01 18:22:00,1900-01-01 18:56:00,0:34,Frisco,Residential
42,2017-07-15,21.87,3.0,0.1372,1900-01-01 18:33:00,1900-01-01 19:11:00,0:38,Frisco,Residential
43,2017-07-15,50.61,8.0,0.1581,1900-01-01 19:12:00,1900-01-01 19:50:00,0:38,Frisco,Residential
44,2017-07-15,68.31,7.0,0.1025,1900-01-01 19:16:00,1900-01-01 20:01:00,0:45,Frisco,Residential
45,2017-07-15,38.42,8.0,0.2082,1900-01-01 19:50:00,1900-01-01 20:36:00,0:46,Frisco,Residential
46,2017-07-15,38.65,4.0,0.1035,1900-01-01 20:37:00,1900-01-01 21:10:00,0:33,Plano,Residential
47,2017-07-16,37.78,7.0,0.1853,1900-01-01 17:26:00,1900-01-01 18:05:00,0:39,Frisco,Residential
48,2017-07-16,53.75,10.0,0.186,1900-01-01 17:30:00,1900-01-01 18:17:00,0:47,Frisco,Residential
49,2017-07-16,20.03,4.0,0.1997,1900-01-01 17:27:00,1900-01-01 18:25:00,0:58,Frisco,Residential
50,2017-07-16,44.38,6.62,0.1492,1900-01-01 18:59:00,1900-01-01 19:30:00,0:31,Frisco,Apartment
51,2017-07-16,52.77,10.0,0.1895,1900-01-01 18:59:00,1900-01-01 19:39:00,0:40,Frisco,Residential
52,2017-07-16,20.24,3.0,0.1482,1900-01-01 19:27:00,1900-01-01 20:08:00,0:41,Plano,Residential
53,2017-07-17,23.82,3.18,0.1335,1900-01-01 16:54:00,1900-01-01 17:31:00,0:37,Plano,Apartment
54,2017-07-17,34.1,3.38,0.0991,1900-01-01 17:35:00,1900-01-01 18:04:00,0:29,Plano,Residential
55,2017-07-17,48.17,5.0,0.1038,1900-01-01 18:10:00,1900-01-01 18:45:00,0:35,Frisco,Residential
56,2017-07-17,57.91,10.0,0.1727,1900-01-01 18:19:00,1900-01-01 18:54:00,0:35,Frisco,Residential
57,2017-07-17,18.35,6.65,0.3624,1900-01-01 18:20:00,1900-01-01 19:06:00,0:46,Frisco,Residential
58,2017-07-17,37.89,19.11,0.5044,1900-01-01 19:25:00,1900-01-01 19:52:00,0:27,Frisco,Residential
59,2017-07-17,80.32,7.0,0.0872,1900-01-01 19:09:00,1900-01-01 20:03:00,0:54,Frisco,Residential
60,2017-07-18,36.26,6.0,0.1655,1900-01-01 17:22:00,1900-01-01 17:53:00,0:31,Frisco,Residential
61,2017-07-18,29.39,5.5,0.1871,1900-01-01 18:11:00,1900-01-01 18:43:00,0:32,Frisco,Residential
62,2017-07-18,24.09,3.0,0.1245,1900-01-01 18:16:00,1900-01-01 18:54:00,0:38,Frisco,Residential
63,2017-07-18,91.69,18.0,0.1963,1900-01-01 20:05:00,1900-01-01 20:37:00,0:32,Frisco,Residential
64,2017-07-18,28.69,5.0,0.1743,1900-01-01 20:42:00,1900-01-01 21:15:00,0:33,Frisco,Hotel
65,2017-07-19,35.93,5.0,0.1392,1900-01-01 17:30:00,1900-01-01 17:33:00,0:03,Plano,Residential
66,2017-07-19,78.64,0.0,0.0,1900-01-01 18:32:00,1900-01-01 18:52:00,0:20,Frisco,Business
67,2017-07-19,39.94,10.0,0.2504,1900-01-01 18:28:00,1900-01-01 19:05:00,0:37,Frisco,Residential
68,2017-07-19,54.34,5.0,0.092,1900-01-01 19:21:00,1900-01-01 19:46:00,0:25,Frisco,Business
69,2017-07-19,18.35,3.35,0.1826,1900-01-01 20:31:00,1900-01-01 20:58:00,0:27,Plano,Residential
70,2017-07-21,27.04,4.96,0.1834,1900-01-01 12:30:00,1900-01-01 13:56:00,1:26,Plano,Business
71,2017-07-21,15.69,2.0,0.1275,1900-01-01 13:17:00,1900-01-01 14:08:00,0:51,Plano,Residential
72,2017-07-21,22.54,5.0,0.2218,1900-01-01 17:26:00,1900-01-01 18:00:00,0:34,Frisco,Residential
73,2017-07-21,22.19,9.81,0.4421,1900-01-01 18:28:00,1900-01-01 18:52:00,0:24,Plano,Residential
74,2017-07-21,33.23,5.0,0.1505,1900-01-01 18:51:00,1900-01-01 19:16:00,0:25,Frisco,Hotel
75,2017-07-21,38.65,6.0,0.1552,1900-01-01 19:36:00,1900-01-01 20:00:00,0:24,Plano,Residential
76,2017-07-21,96.72,10.0,0.1034,1900-01-01 19:38:00,1900-01-01 20:03:00,0:25,Plano,Residential
77,2017-07-21,33.72,7.0,0.2076,1900-01-01 20:17:00,1900-01-01 20:57:00,0:40,Frisco,Hotel
78,2017-07-21,34.32,8.0,0.2331,1900-01-01 20:21:00,1900-01-01 21:09:00,0:48,Frisco,Residential
79,2017-07-21,37.89,5.0,0.132,1900-01-01 20:26:00,1900-01-01 21:16:00,0:50,Frisco,Residential
80,2017-07-30,24.36,5.0,0.2053,1900-01-01 16:39:00,1900-01-01 17:14:00,0:35,The Colony,Residential
81,2017-07-30,76.48,5.0,0.0654,1900-01-01 17:25:00,1900-01-01 18:04:00,0:39,Frisco,Residential
82,2017-07-30,30.53,6.0,0.1965,1900-01-01 17:29:00,1900-01-01 18:19:00,0:50,Frisco,Residential
83,2017-07-30,38.1,5.9,0.1549,1900-01-01 18:13:00,1900-01-01 18:45:00,0:32,Plano,Residential
84,2017-07-30,57.32,12.0,0.2094,1900-01-01 18:52:00,1900-01-01 19:34:00,0:42,Plano,Residential
85,2017-07-30,89.79,10.0,0.1114,1900-01-01 18:57:00,1900-01-01 19:46:00,0:49,Plano,Apartment
86,2017-07-30,89.2,15.0,0.1682,1900-01-01 19:48:00,1900-01-01 20:17:00,0:29,Carrollton,Residential
87,2017-07-30,36.97,6.0,0.1623,1900-01-01 21:26:00,1900-01-01 22:05:00,0:39,Plano,Apartment
88,2017-07-31,27.07,5.0,0.1847,1900-01-01 17:06:00,1900-01-01 17:32:00,0:26,Plano,Residential
89,2017-07-31,38.32,5.0,0.1305,1900-01-01 18:00:00,1900-01-01 18:20:00,0:20,Plano,Residential
90,2017-07-31,60.46,5.0,0.0827,1900-01-01 19:00:00,1900-01-01 19:24:00,0:24,Frisco,Residential
91,2017-07-31,28.69,21.31,0.7428,1900-01-01 19:52:00,1900-01-01 20:16:00,0:24,Frisco,Residential
92,2017-07-31,32.96,7.0,0.2124,1900-01-01 20:21:00,1900-01-01 20:41:00,0:20,Plano,Residential
93,2017-07-31,48.6,10.0,0.2058,1900-01-01 21:28:00,1900-01-01 21:50:00,0:22,Frisco,Hotel
94,2017-08-02,39.73,6.0,0.151,1900-01-01 16:52:00,1900-01-01 17:21:00,0:29,Frisco,Residential
95,2017-08-02,234.36,32.47,0.1385,1900-01-01 18:00:00,1900-01-01 18:04:00,0:04,Plano,Residential
96,2017-08-02,234.36,20.0,0.0853,1900-01-01 18:00:00,1900-01-01 18:04:00,0:04,Plano,Residential
97,2017-08-02,234.36,30.0,0.128,1900-01-01 18:00:00,1900-01-01 18:04:00,0:04,Plano,Residential
98,2017-08-02,30.53,5.0,0.1638,1900-01-01 18:04:00,1900-01-01 18:40:00,0:36,Frisco,Residential
99,2017-08-02,18.35,5.0,0.2725,1900-01-01 18:58:00,1900-01-01 19:19:00,0:21,Plano,Residential
100,2017-08-02,44.98,10.0,0.2223,1900-01-01 19:30:00,1900-01-01 20:08:00,0:38,Lewisville,Residential
101,2017-08-02,38.1,11.9,0.3123,1900-01-01 20:21:00,1900-01-01 20:51:00,0:30,Frisco,Residential
102,2017-08-02,14.61,4.0,0.2738,1900-01-01 21:23:00,1900-01-01 21:39:00,0:16,Frisco,Hotel
103,2017-08-04,60.62,7.0,0.1155,1900-01-01 17:33:00,1900-01-01 18:04:00,0:31,Frisco,Hotel
104,2017-08-04,54.29,5.0,0.0921,1900-01-01 17:43:00,1900-01-01 18:23:00,0:40,Frisco,Residential
105,2017-08-04,30.74,4.26,0.1386,1900-01-01 18:33:00,1900-01-01 18:51:00,0:18,Frisco,Hotel
106,2017-08-04,20.24,5.0,0.247,1900-01-01 19:07:00,1900-01-01 19:43:00,0:36,The Colony,Residential
107,2017-08-04,24.36,3.0,0.1232,1900-01-01 19:09:00,1900-01-01 19:49:00,0:40,The Colony,Residential
108,2017-08-04,56.4,9.0,0.1596,1900-01-01 19:15:00,1900-01-01 19:53:00,0:38,The Colony,Residential
109,2017-08-04,54.13,7.87,0.1454,1900-01-01 20:02:00,1900-01-01 20:29:00,0:27,Plano,Apartment
110,2017-08-04,29.23,0.0,0.0,1900-01-01 20:09:00,1900-01-01 20:44:00,0:35,Plano,Residential
111,2017-08-05,27.01,6.0,0.2221,1900-01-01 16:35:00,1900-01-01 17:10:00,0:35,Plano,Apartment
112,2017-08-05,36.64,3.36,0.0917,1900-01-01 18:25:00,1900-01-01 18:58:00,0:33,Carrollton,Residential
113,2017-08-05,30.85,6.0,0.1945,1900-01-01 19:17:00,1900-01-01 19:53:00,0:36,Plano,Residential
114,2017-08-06,33.02,6.0,0.1817,1900-01-01 17:26:00,1900-01-01 17:55:00,0:29,Frisco,Residential
115,2017-08-06,35.18,5.0,0.1421,1900-01-01 18:14:00,1900-01-01 18:45:00,0:31,Frisco,Residential
116,2017-08-06,34.64,4.0,0.1155,1900-01-01 18:18:00,1900-01-01 18:50:00,0:32,Frisco,Residential
117,2017-08-06,60.02,6.0,0.1,1900-01-01 18:15:00,1900-01-01 19:07:00,0:52,Frisco,Apartment
118,2017-08-06,47.31,10.0,0.2114,1900-01-01 19:15:00,1900-01-01 19:37:00,0:22,Frisco,Residential
119,2017-08-06,17.0,3.0,0.1765,1900-01-01 20:03:00,1900-01-01 20:39:00,0:36,The Colony,Apartment
120,2017-08-06,16.24,0.76,0.0468,1900-01-01 20:37:00,1900-01-01 21:13:00,0:36,Plano,Residential
121,2017-08-06,33.72,6.28,0.1862,1900-01-01 20:55:00,1900-01-01 21:35:00,0:40,Plano,Residential
122,2017-08-07,20.78,4.22,0.2031,1900-01-01 17:16:00,1900-01-01 17:48:00,0:32,Frisco,Residential
123,2017-08-07,35.13,7.0,0.1993,1900-01-01 17:22:00,1900-01-01 18:01:00,0:39,Frisco,Residential
124,2017-08-07,24.9,5.0,0.2008,1900-01-01 18:29:00,1900-01-01 18:51:00,0:22,Frisco,Residential
125,2017-08-07,31.01,1.99,0.0642,1900-01-01 18:52:00,1900-01-01 19:20:00,0:28,Frisco,Residential
126,2017-08-07,122.27,20.0,0.1636,1900-01-01 19:22:00,1900-01-01 19:54:00,0:32,Plano,Residential
127,2017-08-07,25.98,9.0,0.3464,1900-01-01 20:21:00,1900-01-01 20:52:00,0:31,Frisco,Hotel
128,2017-08-07,28.9,5.0,0.173,1900-01-01 20:26:00,1900-01-01 20:58:00,0:32,Frisco,Hotel
129,2017-08-07,30.8,6.0,0.1948,1900-01-01 20:26:00,1900-01-01 21:10:00,0:44,Frisco,Residential
130,2017-08-07,35.18,6.0,0.1706,1900-01-01 21:52:00,1900-01-01 22:14:00,0:22,Plano,Apartment
131,2017-08-09,18.89,4.11,0.2176,1900-01-01 17:20:00,1900-01-01 17:46:00,0:26,Frisco,Residential
132,2017-08-09,52.18,5.0,0.0958,1900-01-01 17:54:00,1900-01-01 18:37:00,0:43,Frisco,Residential
133,2017-08-09,42.98,6.0,0.1396,1900-01-01 18:06:00,1900-01-01 18:42:00,0:36,Frisco,Residential
134,2017-08-09,45.68,5.0,0.1095,1900-01-01 18:07:00,1900-01-01 18:51:00,0:44,Frisco,Residential
135,2017-08-09,20.57,8.0,0.3889,1900-01-01 18:59:00,1900-01-01 19:35:00,0:36,Carrollton,Residential
136,2017-08-09,28.69,21.31,0.7428,1900-01-01 20:10:00,1900-01-01 20:30:00,0:20,Frisco,Residential
137,2017-08-11,58.46,10.0,0.1711,1900-01-01 17:06:00,1900-01-01 17:45:00,0:39,Plano,Residential
138,2017-08-11,44.06,7.0,0.1589,1900-01-01 17:17:00,1900-01-01 17:57:00,0:40,Plano,Residential
139,2017-08-11,43.73,10.0,0.2287,1900-01-01 18:21:00,1900-01-01 18:44:00,0:23,Frisco,Residential
140,2017-08-11,56.83,10.0,0.176,1900-01-01 19:07:00,1900-01-01 19:37:00,0:30,Frisco,Residential
141,2017-08-11,22.41,10.0,0.4462,1900-01-01 20:02:00,1900-01-01 20:28:00,0:26,Plano,Hotel
142,2017-08-11,37.02,8.0,0.2161,1900-01-01 20:45:00,1900-01-01 20:45:00,0:00,Plano,Residential
143,2017-08-12,27.06,4.0,0.1478,1900-01-01 16:59:00,1900-01-01 17:36:00,0:37,Frisco,Apartment
144,2017-08-12,17.59,5.0,0.2843,1900-01-01 17:10:00,1900-01-01 17:50:00,0:40,Frisco,Apartment
145,2017-08-12,38.1,5.0,0.1312,1900-01-01 17:49:00,1900-01-01 18:20:00,0:31,Plano,Residential
146,2017-08-12,38.7,4.0,0.1034,1900-01-01 18:30:00,1900-01-01 19:05:00,0:35,Plano,Residential
147,2017-08-12,46.22,3.7800000000000002,0.0818,1900-01-01 19:25:00,1900-01-01 20:02:00,0:37,The Colony,Residential
148,2017-08-12,67.01,12.99,0.1939,1900-01-01 19:34:00,1900-01-01 20:21:00,0:47,Frisco,Residential
149,2017-08-12,22.41,7.59,0.3387,1900-01-01 20:26:00,1900-01-01 21:02:00,0:36,Frisco,Residential
150,2017-08-13,25.66,5.34,0.2081,1900-01-01 17:09:00,1900-01-01 17:40:00,0:31,Plano,Apartment
151,2017-08-13,36.97,1.5,0.0406,1900-01-01 17:55:00,1900-01-01 18:20:00,0:25,Plano,Residential
152,2017-08-13,18.89,3.11,0.1646,1900-01-01 18:17:00,1900-01-01 18:57:00,0:40,Frisco,Apartment
153,2017-08-13,20.78,5.0,0.2406,1900-01-01 18:45:00,1900-01-01 19:36:00,0:51,Frisco,Residential
154,2017-08-13,42.59,8.0,0.1878,1900-01-01 18:59:00,1900-01-01 19:46:00,0:47,Frisco,Residential
155,2017-08-13,17.32,5.0,0.2887,1900-01-01 19:45:00,1900-01-01 20:28:00,0:43,Plano,Apartment
156,2017-08-13,22.95,5.05,0.22,1900-01-01 20:15:00,1900-01-01 20:57:00,0:42,Frisco,Apartment
157,2017-08-13,63.59,2.41,0.0379,1900-01-01 20:47:00,1900-01-01 21:40:00,0:53,Frisco,Residential
158,2017-08-18,18.4,3.0,0.163,1900-01-01 17:11:00,1900-01-01 17:27:00,0:16,Plano,Residential
159,2017-08-18,46.44,6.0,0.1292,1900-01-01 17:27:00,1900-01-01 17:59:00,0:32,Frisco,Residential
160,2017-08-18,36.26,5.0,0.1379,1900-01-01 18:21:00,1900-01-01 18:39:00,0:18,Plano,Residential
161,2017-08-18,29.66,8.0,0.2697,1900-01-01 18:48:00,1900-01-01 19:32:00,0:44,Frisco,Residential
162,2017-08-18,86.49,16.0,0.185,1900-01-01 19:03:00,1900-01-01 19:49:00,0:46,Frisco,Residential
163,2017-08-18,14.61,3.0,0.2053,1900-01-01 19:37:00,1900-01-01 20:22:00,0:45,Plano,Residential
164,2017-08-18,63.18,10.0,0.1583,1900-01-01 19:37:00,1900-01-01 20:38:00,1:01,The Colony,Residential
165,2017-08-18,51.58,6.0,0.1163,1900-01-01 21:10:00,1900-01-01 21:32:00,0:22,Plano,Apartment
166,2017-08-19,36.21,3.0,0.0829,1900-01-01 17:30:00,1900-01-01 17:33:00,0:03,Frisco,Apartment
167,2017-08-19,31.07,6.8,0.2189,1900-01-01 17:09:00,1900-01-01 17:55:00,0:46,Frisco,Residential
168,2017-08-19,22.68,4.0,0.1764,1900-01-01 18:18:00,1900-01-01 18:37:00,0:19,Plano,Residential
169,2017-08-19,35.13,5.87,0.1671,1900-01-01 18:29:00,1900-01-01 19:03:00,0:34,Frisco,Residential
170,2017-08-19,16.51,3.49,0.2114,1900-01-01 19:38:00,1900-01-01 20:01:00,0:23,Frisco,Residential
171,2017-08-19,84.22,10.0,0.1187,1900-01-01 20:16:00,1900-01-01 20:46:00,0:30,Plano,Residential
172,2017-08-19,63.76,3.0,0.0471,1900-01-01 20:50:00,1900-01-01 21:17:00,0:27,Frisco,Residential
173,2017-08-20,36.16,8.0,0.2212,1900-01-01 16:49:00,1900-01-01 17:25:00,0:36,Frisco,Residential
174,2017-08-20,34.86,5.14,0.1474,1900-01-01 17:53:00,1900-01-01 18:23:00,0:30,Frisco,Apartment
175,2017-08-20,32.42,2.0,0.0617,1900-01-01 17:58:00,1900-01-01 18:46:00,0:48,Frisco,Apartment
176,2017-08-20,44.38,8.0,0.1803,1900-01-01 18:01:00,1900-01-01 18:32:00,0:31,Frisco,Hotel
177,2017-08-20,37.08,4.0,0.1079,1900-01-01 18:39:00,1900-01-01 19:20:00,0:41,Frisco,Residential
178,2017-08-20,33.5,4.0,0.1194,1900-01-01 18:56:00,1900-01-01 19:29:00,0:33,Frisco,Residential
179,2017-08-20,44.33,5.67,0.1279,1900-01-01 19:30:00,1900-01-01 20:06:00,0:36,Frisco,Apartment
180,2017-08-20,22.41,1.5899999999999999,0.071,1900-01-01 20:39:00,1900-01-01 21:06:00,0:27,Frisco,Residential
181,2017-08-20,26.2,5.0,0.1908,1900-01-01 21:22:00,1900-01-01 21:41:00,0:19,Plano,Apartment
182,2017-08-25,31.39,5.0,0.1593,1900-01-01 16:56:00,1900-01-01 17:34:00,0:38,Plano,Apartment
183,2017-08-25,39.51,4.0,0.1012,1900-01-01 17:08:00,1900-01-01 17:45:00,0:37,Plano,Residential
184,2017-08-25,37.02,5.0,0.1351,1900-01-01 17:57:00,1900-01-01 18:26:00,0:29,Plano,Residential
185,2017-08-25,134.72,20.0,0.1485,1900-01-01 18:45:00,1900-01-01 19:15:00,0:30,Plano,Residential
186,2017-08-25,22.68,4.0,0.1764,1900-01-01 18:50:00,1900-01-01 19:48:00,0:58,Plano,Apartment
187,2017-08-25,68.68,12.0,0.1747,1900-01-01 19:41:00,1900-01-01 20:18:00,0:37,Frisco,Residential
