"scalar","mapId","level","mode","layoutRole","observedXpPerMinute","projectedXpPerMinute","beforeXpPerMinute","projectedChangeVersusBeforePercent","observedChangeVersusBeforePercent","ordinaryMedianXpPerMinute","ordinaryMedianDeviationPercent","deepPremiumPercent","targetViolationPoints","xpWithinTarget","observedKillsPerMinute","beforeKillsPerMinute"
"0.94","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9570.247","-7.747","-7.747","17.747","false","37.467","38.067"
"0.94","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9610.948","0.929","0.929","9.071","false","41.067","41.067"
"0.94","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","9829.127","-35.229","-35.229","45.229","false","27","28.267"
"0.94","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","9793.122","3.135","3.135","6.865","false","42.933","46.2"
"0.94","cinderHollow","28","fighter","trainingField","12165.2","11435.288","9247.533","23.658","31.551","11435.288","0","","0","true","33.2","26.067"
"0.94","cinderHollow","28","mage","trainingField","14842.867","13952.295","9546.467","46.151","55.48","13952.295","0","","0","true","40.667","26.867"
"0.94","cinderHollow","28","archer","trainingField","14421.533","13556.241","8783.867","54.331","64.182","13556.241","0","","0","true","39.4","24.667"
"0.94","cinderHollow","28","guardian","trainingField","12420.8","11675.552","8865.467","31.697","40.103","11675.552","0","","0","true","33.867","24.933"
"0.94","cinderHollow","28","berserker","trainingField","12340.2","11599.788","8572.867","35.308","43.945","11599.788","0","","0","true","33.733","24.333"
"0.94","cinderHollow","28","duelist","trainingField","12799.933","12031.937","8818.2","36.444","45.154","12031.937","0","","0","true","35.067","24.8"
"0.94","cinderHollow","28","fireMage","trainingField","13482.133","12673.205","9059.6","39.887","48.816","12673.205","0","","0","true","36.933","25.533"
"0.94","cinderHollow","28","runeMage","trainingField","13427.067","12621.443","9356.333","34.897","43.508","12621.443","0","","0","true","36.667","26.333"
"0.94","cinderHollow","28","stormMage","trainingField","13016.8","12235.792","9065.067","34.977","43.593","12235.792","0","","0","true","35.533","25.667"
"0.94","cinderHollow","28","sniper","trainingField","11625.067","10927.563","8033.267","36.029","44.712","10927.563","0","","0","true","31.733","22.733"
"0.94","cinderHollow","28","trapper","trainingField","12570.4","11816.176","8580.067","37.717","46.507","11816.176","0","","0","true","34.2","24.067"
"0.94","cinderHollow","28","beastArcher","trainingField","13161.2","12371.528","7965.467","55.315","65.228","12371.528","0","","0","true","35.933","22.4"
"0.94","cinderHollow","28","party","trainingField","13329.067","12529.323","9791.067","27.967","36.135","12529.323","0","","0","true","36.333","27.6"
"0.94","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11435.288","18.236","18.236","0","true","39.533","38.333"
"0.94","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","13952.295","3.899","3.899","6.101","false","42.4","45.8"
"0.94","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","13556.241","-14.74","-14.74","24.74","false","34","26.867"
"0.94","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","11675.552","7.343","7.343","2.657","false","36.533","35.4"
"0.94","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","11599.788","7.224","7.224","2.776","false","36.4","37.4"
"0.94","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","12031.937","6.959","6.959","3.041","false","37.6","36"
"0.94","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","12673.205","15.638","15.638","0","true","42.933","42.467"
"0.94","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","12621.443","7.545","7.545","2.455","false","39.733","39.2"
"0.94","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12235.792","7.303","7.303","2.697","false","38.533","40.133"
"0.94","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","10927.563","-29.405","-29.405","39.405","false","22.6","20.4"
"0.94","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","11816.176","-0.724","-0.724","10.724","false","34.533","34.2"
"0.94","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12371.528","-33.264","-33.264","43.264","false","24.2","25.467"
"0.94","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12529.323","20.245","20.245","0.245","false","44.067","44.667"
"0.94","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11435.288","16.507","16.507","0","true","30.6","28.133"
"0.94","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","13952.295","-8.386","-8.386","18.386","false","29.533","27.6"
"0.94","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","13556.241","5.359","5.359","4.641","false","32.933","29.2"
"0.94","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","11675.552","-2.518","-2.518","12.518","false","26.733","25"
"0.94","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","11599.788","9.561","9.561","0.439","false","29.267","25.933"
"0.94","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","12031.937","-0.023","-0.023","10.023","false","27.733","24.733"
"0.94","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","12673.205","-6.451","-6.451","16.451","false","27.333","25.6"
"0.94","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","12621.443","4.377","4.377","5.623","false","30.4","27.667"
"0.94","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12235.792","-15.753","-15.753","25.753","false","24.067","23.6"
"0.94","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","10927.563","-17.481","-17.481","27.481","false","20.733","20.133"
"0.94","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","11816.176","-6.928","-6.928","16.928","false","25.4","24.2"
"0.94","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12371.528","-10.321","-10.321","20.321","false","25.467","21.867"
"0.94","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12529.323","23.289","23.289","3.289","false","35.533","32.933"
"0.95","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9625.545","-9.153","","0","true","34.4","28.067"
"0.95","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9668.44","-12.981","","0","true","33.4","26.067"
"0.95","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","9889.533","-16.055","","1.055","false","32.4","28.8"
"0.95","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","9850.318","-10.324","","0","true","34.667","29.667"
"0.95","cinderHollow","19","fighter","trainingField","11059.533","10506.556","7807","34.579","41.662","9625.545","9.153","","0","true","35.667","25.733"
"0.95","cinderHollow","19","mage","trainingField","11498.4","10923.48","7703.533","41.798","49.261","9668.44","12.981","","0","true","37.6","25.667"
"0.95","cinderHollow","19","archer","trainingField","12081.333","11477.266","7843.933","46.32","54.021","9889.533","16.055","","1.055","false","39.6","26.133"
"0.95","cinderHollow","19","party","trainingField","11439.267","10867.304","7859.267","38.274","45.551","9850.318","10.324","","0","true","37.333","25.733"
"0.95","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9625.545","-8.277","-8.277","18.277","false","37.467","38.067"
"0.95","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9668.44","0.328","0.328","9.672","false","41.067","41.067"
"0.95","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","9889.533","-35.624","-35.624","45.624","false","27","28.267"
"0.95","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","9850.318","2.536","2.536","7.464","false","42.933","46.2"
"0.95","cinderHollow","28","fighter","trainingField","12165.2","11556.94","9247.533","24.973","31.551","11556.94","0","","0","true","33.2","26.067"
"0.95","cinderHollow","28","mage","trainingField","14842.867","14100.724","9546.467","47.706","55.48","14100.724","0","","0","true","40.667","26.867"
"0.95","cinderHollow","28","archer","trainingField","14421.533","13700.456","8783.867","55.973","64.182","13700.456","0","","0","true","39.4","24.667"
"0.95","cinderHollow","28","guardian","trainingField","12420.8","11799.76","8865.467","33.098","40.103","11799.76","0","","0","true","33.867","24.933"
"0.95","cinderHollow","28","berserker","trainingField","12340.2","11723.19","8572.867","36.748","43.945","11723.19","0","","0","true","33.733","24.333"
"0.95","cinderHollow","28","duelist","trainingField","12799.933","12159.936","8818.2","37.896","45.154","12159.936","0","","0","true","35.067","24.8"
"0.95","cinderHollow","28","fireMage","trainingField","13482.133","12808.026","9059.6","41.375","48.816","12808.026","0","","0","true","36.933","25.533"
"0.95","cinderHollow","28","runeMage","trainingField","13427.067","12755.714","9356.333","36.332","43.508","12755.714","0","","0","true","36.667","26.333"
"0.95","cinderHollow","28","stormMage","trainingField","13016.8","12365.96","9065.067","36.413","43.593","12365.96","0","","0","true","35.533","25.667"
"0.95","cinderHollow","28","sniper","trainingField","11625.067","11043.814","8033.267","37.476","44.712","11043.814","0","","0","true","31.733","22.733"
"0.95","cinderHollow","28","trapper","trainingField","12570.4","11941.88","8580.067","39.182","46.507","11941.88","0","","0","true","34.2","24.067"
"0.95","cinderHollow","28","beastArcher","trainingField","13161.2","12503.14","7965.467","56.967","65.228","12503.14","0","","0","true","35.933","22.4"
"0.95","cinderHollow","28","party","trainingField","13329.067","12662.614","9791.067","29.328","36.135","12662.614","0","","0","true","36.333","27.6"
"0.95","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11556.94","16.992","16.992","0","true","39.533","38.333"
"0.95","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","14100.724","2.805","2.805","7.195","false","42.4","45.8"
"0.95","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","13700.456","-15.637","-15.637","25.637","false","34","26.867"
"0.95","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","11799.76","6.213","6.213","3.787","false","36.533","35.4"
"0.95","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","11723.19","6.095","6.095","3.905","false","36.4","37.4"
"0.95","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","12159.936","5.833","5.833","4.167","false","37.6","36"
"0.95","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","12808.026","14.421","14.421","0","true","42.933","42.467"
"0.95","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","12755.714","6.413","6.413","3.587","false","39.733","39.2"
"0.95","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12365.96","6.174","6.174","3.826","false","38.533","40.133"
"0.95","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","11043.814","-30.148","-30.148","40.148","false","22.6","20.4"
"0.95","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","11941.88","-1.769","-1.769","11.769","false","34.533","34.2"
"0.95","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12503.14","-33.966","-33.966","43.966","false","24.2","25.467"
"0.95","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12662.614","18.979","18.979","0","true","44.067","44.667"
"0.95","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11556.94","15.28","15.28","0","true","30.6","28.133"
"0.95","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","14100.724","-9.351","-9.351","19.351","false","29.533","27.6"
"0.95","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","13700.456","4.25","4.25","5.75","false","32.933","29.2"
"0.95","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","11799.76","-3.544","-3.544","13.544","false","26.733","25"
"0.95","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","11723.19","8.408","8.408","1.592","false","29.267","25.933"
"0.95","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","12159.936","-1.075","-1.075","11.075","false","27.733","24.733"
"0.95","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","12808.026","-7.436","-7.436","17.436","false","27.333","25.6"
"0.95","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","12755.714","3.279","3.279","6.721","false","30.4","27.667"
"0.95","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12365.96","-16.639","-16.639","26.639","false","24.067","23.6"
"0.95","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","11043.814","-18.349","-18.349","28.349","false","20.733","20.133"
"0.95","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","11941.88","-7.908","-7.908","17.908","false","25.4","24.2"
"0.95","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12503.14","-11.265","-11.265","21.265","false","25.467","21.867"
"0.95","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12662.614","21.991","21.991","1.991","false","35.533","32.933"
"0.975","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9763.789","-10.439","","0","true","34.4","28.067"
"0.975","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9812.17","-14.255","","0","true","33.4","26.067"
"0.975","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","10040.55","-17.317","","2.317","false","32.4","28.8"
"0.975","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","9993.309","-11.608","","0","true","34.667","29.667"
"0.975","cinderHollow","19","fighter","trainingField","11059.533","10783.045","7807","38.12","41.662","9763.789","10.439","","0","true","35.667","25.733"
"0.975","cinderHollow","19","mage","trainingField","11498.4","11210.94","7703.533","45.53","49.261","9812.17","14.255","","0","true","37.6","25.667"
"0.975","cinderHollow","19","archer","trainingField","12081.333","11779.3","7843.933","50.171","54.021","10040.55","17.317","","2.317","false","39.6","26.133"
"0.975","cinderHollow","19","party","trainingField","11439.267","11153.285","7859.267","41.913","45.551","9993.309","11.608","","0","true","37.333","25.733"
"0.975","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9763.789","-9.576","-9.576","19.576","false","37.467","38.067"
"0.975","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9812.17","-1.141","-1.141","11.141","false","41.067","41.067"
"0.975","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","10040.55","-36.592","-36.592","46.592","false","27","28.267"
"0.975","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","9993.309","1.069","1.069","8.931","false","42.933","46.2"
"0.975","cinderHollow","28","fighter","trainingField","12165.2","11861.07","9247.533","28.262","31.551","11861.07","0","","0","true","33.2","26.067"
"0.975","cinderHollow","28","mage","trainingField","14842.867","14471.795","9546.467","51.593","55.48","14471.795","0","","0","true","40.667","26.867"
"0.975","cinderHollow","28","archer","trainingField","14421.533","14060.995","8783.867","60.077","64.182","14060.995","0","","0","true","39.4","24.667"
"0.975","cinderHollow","28","guardian","trainingField","12420.8","12110.28","8865.467","36.601","40.103","12110.28","0","","0","true","33.867","24.933"
"0.975","cinderHollow","28","berserker","trainingField","12340.2","12031.695","8572.867","40.346","43.945","12031.695","0","","0","true","33.733","24.333"
"0.975","cinderHollow","28","duelist","trainingField","12799.933","12479.935","8818.2","41.525","45.154","12479.935","0","","0","true","35.067","24.8"
"0.975","cinderHollow","28","fireMage","trainingField","13482.133","13145.08","9059.6","45.096","48.816","13145.08","0","","0","true","36.933","25.533"
"0.975","cinderHollow","28","runeMage","trainingField","13427.067","13091.39","9356.333","39.92","43.508","13091.39","0","","0","true","36.667","26.333"
"0.975","cinderHollow","28","stormMage","trainingField","13016.8","12691.38","9065.067","40.003","43.593","12691.38","0","","0","true","35.533","25.667"
"0.975","cinderHollow","28","sniper","trainingField","11625.067","11334.44","8033.267","41.094","44.712","11334.44","0","","0","true","31.733","22.733"
"0.975","cinderHollow","28","trapper","trainingField","12570.4","12256.14","8580.067","42.844","46.507","12256.14","0","","0","true","34.2","24.067"
"0.975","cinderHollow","28","beastArcher","trainingField","13161.2","12832.17","7965.467","61.098","65.228","12832.17","0","","0","true","35.933","22.4"
"0.975","cinderHollow","28","party","trainingField","13329.067","12995.84","9791.067","32.732","36.135","12995.84","0","","0","true","36.333","27.6"
"0.975","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11861.07","13.992","13.992","0","true","39.533","38.333"
"0.975","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","14471.795","0.169","0.169","9.831","false","42.4","45.8"
"0.975","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","14060.995","-17.801","-17.801","27.801","false","34","26.867"
"0.975","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","12110.28","3.49","3.49","6.51","false","36.533","35.4"
"0.975","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","12031.695","3.375","3.375","6.625","false","36.4","37.4"
"0.975","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","12479.935","3.119","3.119","6.881","false","37.6","36"
"0.975","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","13145.08","11.487","11.487","0","true","42.933","42.467"
"0.975","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","13091.39","3.684","3.684","6.316","false","39.733","39.2"
"0.975","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12691.38","3.451","3.451","6.549","false","38.533","40.133"
"0.975","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","11334.44","-31.939","-31.939","41.939","false","22.6","20.4"
"0.975","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","12256.14","-4.288","-4.288","14.288","false","34.533","34.2"
"0.975","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12832.17","-35.66","-35.66","45.66","false","24.2","25.467"
"0.975","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12995.84","15.928","15.928","0","true","44.067","44.667"
"0.975","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11861.07","12.324","12.324","0","true","30.6","28.133"
"0.975","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","14471.795","-11.675","-11.675","21.675","false","29.533","27.6"
"0.975","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","14060.995","1.577","1.577","8.423","false","32.933","29.2"
"0.975","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","12110.28","-6.018","-6.018","16.018","false","26.733","25"
"0.975","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","12031.695","5.628","5.628","4.372","false","29.267","25.933"
"0.975","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","12479.935","-3.612","-3.612","13.612","false","27.733","24.733"
"0.975","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","13145.08","-9.81","-9.81","19.81","false","27.333","25.6"
"0.975","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","13091.39","0.631","0.631","9.369","false","30.4","27.667"
"0.975","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12691.38","-18.777","-18.777","28.777","false","24.067","23.6"
"0.975","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","11334.44","-20.443","-20.443","30.443","false","20.733","20.133"
"0.975","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","12256.14","-10.269","-10.269","20.269","false","25.4","24.2"
"0.975","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12832.17","-13.54","-13.54","23.54","false","25.467","21.867"
"0.975","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12995.84","18.863","18.863","0","true","35.533","32.933"
"1","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9902.033","-11.69","","0","true","34.4","28.067"
"1","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9955.9","-15.493","","0.493","false","33.4","26.067"
"1","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","10191.567","-18.542","","3.542","false","32.4","28.8"
"1","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","10136.3","-12.854","","0","true","34.667","29.667"
"1","cinderHollow","19","fighter","trainingField","11059.533","11059.533","7807","41.662","41.662","9902.033","11.69","","0","true","35.667","25.733"
"1","cinderHollow","19","mage","trainingField","11498.4","11498.4","7703.533","49.261","49.261","9955.9","15.493","","0.493","false","37.6","25.667"
"1","cinderHollow","19","archer","trainingField","12081.333","12081.333","7843.933","54.021","54.021","10191.567","18.542","","3.542","false","39.6","26.133"
"1","cinderHollow","19","party","trainingField","11439.267","11439.267","7859.267","45.551","45.551","10136.3","12.854","","0","true","37.333","25.733"
"1","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9902.033","-10.839","-10.839","20.839","false","37.467","38.067"
"1","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9955.9","-2.568","-2.568","12.568","false","41.067","41.067"
"1","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","10191.567","-37.532","-37.532","47.532","false","27","28.267"
"1","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","10136.3","-0.357","-0.357","10.357","false","42.933","46.2"
"1","cinderHollow","28","fighter","trainingField","12165.2","12165.2","9247.533","31.551","31.551","12165.2","0","","0","true","33.2","26.067"
"1","cinderHollow","28","mage","trainingField","14842.867","14842.867","9546.467","55.48","55.48","14842.867","0","","0","true","40.667","26.867"
"1","cinderHollow","28","archer","trainingField","14421.533","14421.533","8783.867","64.182","64.182","14421.533","0","","0","true","39.4","24.667"
"1","cinderHollow","28","guardian","trainingField","12420.8","12420.8","8865.467","40.103","40.103","12420.8","0","","0","true","33.867","24.933"
"1","cinderHollow","28","berserker","trainingField","12340.2","12340.2","8572.867","43.945","43.945","12340.2","0","","0","true","33.733","24.333"
"1","cinderHollow","28","duelist","trainingField","12799.933","12799.933","8818.2","45.154","45.154","12799.933","0","","0","true","35.067","24.8"
"1","cinderHollow","28","fireMage","trainingField","13482.133","13482.133","9059.6","48.816","48.816","13482.133","0","","0","true","36.933","25.533"
"1","cinderHollow","28","runeMage","trainingField","13427.067","13427.067","9356.333","43.508","43.508","13427.067","0","","0","true","36.667","26.333"
"1","cinderHollow","28","stormMage","trainingField","13016.8","13016.8","9065.067","43.593","43.593","13016.8","0","","0","true","35.533","25.667"
"1","cinderHollow","28","sniper","trainingField","11625.067","11625.067","8033.267","44.712","44.712","11625.067","0","","0","true","31.733","22.733"
"1","cinderHollow","28","trapper","trainingField","12570.4","12570.4","8580.067","46.507","46.507","12570.4","0","","0","true","34.2","24.067"
"1","cinderHollow","28","beastArcher","trainingField","13161.2","13161.2","7965.467","65.228","65.228","13161.2","0","","0","true","35.933","22.4"
"1","cinderHollow","28","party","trainingField","13329.067","13329.067","9791.067","36.135","36.135","13329.067","0","","0","true","36.333","27.6"
"1","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","12165.2","11.142","11.142","0","true","39.533","38.333"
"1","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","14842.867","-2.335","-2.335","12.335","false","42.4","45.8"
"1","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","14421.533","-19.855","-19.855","29.855","false","34","26.867"
"1","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","12420.8","0.903","0.903","9.097","false","36.533","35.4"
"1","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","12340.2","0.79","0.79","9.21","false","36.4","37.4"
"1","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","12799.933","0.541","0.541","9.459","false","37.6","36"
"1","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","13482.133","8.7","8.7","1.3","false","42.933","42.467"
"1","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","13427.067","1.092","1.092","8.908","false","39.733","39.2"
"1","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","13016.8","0.865","0.865","9.135","false","38.533","40.133"
"1","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","11625.067","-33.641","-33.641","43.641","false","22.6","20.4"
"1","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","12570.4","-6.681","-6.681","16.681","false","34.533","34.2"
"1","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","13161.2","-37.268","-37.268","47.268","false","24.2","25.467"
"1","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","13329.067","13.03","13.03","0","true","44.067","44.667"
"1","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","12165.2","9.516","9.516","0.484","false","30.6","28.133"
"1","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","14842.867","-13.883","-13.883","23.883","false","29.533","27.6"
"1","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","14421.533","-0.962","-0.962","10.962","false","32.933","29.2"
"1","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","12420.8","-8.367","-8.367","18.367","false","26.733","25"
"1","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","12340.2","2.988","2.988","7.012","false","29.267","25.933"
"1","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","12799.933","-6.021","-6.021","16.021","false","27.733","24.733"
"1","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","13482.133","-12.064","-12.064","22.064","false","27.333","25.6"
"1","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","13427.067","-1.885","-1.885","11.885","false","30.4","27.667"
