"scalar","mapId","level","mode","layoutRole","observedXpPerMinute","projectedXpPerMinute","beforeXpPerMinute","projectedChangeVersusBeforePercent","observedChangeVersusBeforePercent","ordinaryMedianXpPerMinute","ordinaryMedianDeviationPercent","deepPremiumPercent","targetViolationPoints","xpWithinTarget","observedKillsPerMinute","beforeKillsPerMinute"
"0.925","cinderHollow","28","trapper","trainingField","12570.4","11627.62","8580.067","35.519","46.507","11627.62","0","","0","true","34.2","24.067"
"0.925","cinderHollow","28","beastArcher","trainingField","13161.2","12174.11","7965.467","52.836","65.228","12174.11","0","","0","true","35.933","22.4"
"0.925","cinderHollow","28","party","trainingField","13329.067","12329.387","9791.067","25.925","36.135","12329.387","0","","0","true","36.333","27.6"
"0.925","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11252.81","20.154","20.154","0.154","false","39.533","38.333"
"0.925","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","13729.652","5.584","5.584","4.416","false","42.4","45.8"
"0.925","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","13339.918","-13.357","-13.357","23.357","false","34","26.867"
"0.925","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","11489.24","9.084","9.084","0.916","false","36.533","35.4"
"0.925","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","11414.685","8.963","8.963","1.037","false","36.4","37.4"
"0.925","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","11839.938","8.693","8.693","1.307","false","37.6","36"
"0.925","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","12470.973","17.513","17.513","0","true","42.933","42.467"
"0.925","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","12420.037","9.289","9.289","0.711","false","39.733","39.2"
"0.925","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12040.54","9.043","9.043","0.957","false","38.533","40.133"
"0.925","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","10753.187","-28.26","-28.26","38.26","false","22.6","20.4"
"0.925","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","11627.62","0.886","0.886","9.114","false","34.533","34.2"
"0.925","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12174.11","-32.182","-32.182","42.182","false","24.2","25.467"
"0.925","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12329.387","22.195","22.195","2.195","false","44.067","44.667"
"0.925","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11252.81","18.396","18.396","0","true","30.6","28.133"
"0.925","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","13729.652","-6.901","-6.901","16.901","false","29.533","27.6"
"0.925","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","13339.918","7.068","7.068","2.932","false","32.933","29.2"
"0.925","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","11489.24","-0.937","-0.937","10.937","false","26.733","25"
"0.925","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","11414.685","11.338","11.338","0","true","29.267","25.933"
"0.925","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","11839.938","1.599","1.599","8.401","false","27.733","24.733"
"0.925","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","12470.973","-4.934","-4.934","14.934","false","27.333","25.6"
"0.925","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","12420.037","6.07","6.07","3.93","false","30.4","27.667"
"0.925","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12040.54","-14.386","-14.386","24.386","false","24.067","23.6"
"0.925","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","10753.187","-16.143","-16.143","26.143","false","20.733","20.133"
"0.925","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","11627.62","-5.419","-5.419","15.419","false","25.4","24.2"
"0.925","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12174.11","-8.867","-8.867","18.867","false","25.467","21.867"
"0.925","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12329.387","25.288","25.288","5.288","false","35.533","32.933"
"0.928","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9503.89","-7.99","","0","true","34.4","28.067"
"0.928","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9541.958","-11.827","","0","true","33.4","26.067"
"0.928","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","9756.639","-14.911","","0","true","32.4","28.8"
"0.928","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","9724.486","-9.164","","0","true","34.667","29.667"
"0.928","cinderHollow","19","fighter","trainingField","11059.533","10263.247","7807","31.462","41.662","9503.89","7.99","","0","true","35.667","25.733"
"0.928","cinderHollow","19","mage","trainingField","11498.4","10670.515","7703.533","38.515","49.261","9541.958","11.827","","0","true","37.6","25.667"
"0.928","cinderHollow","19","archer","trainingField","12081.333","11211.477","7843.933","42.932","54.021","9756.639","14.911","","0","true","39.6","26.133"
"0.928","cinderHollow","19","party","trainingField","11439.267","10615.64","7859.267","35.072","45.551","9724.486","9.164","","0","true","37.333","25.733"
"0.928","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9503.89","-7.103","-7.103","17.103","false","37.467","38.067"
"0.928","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9541.958","1.658","1.658","8.342","false","41.067","41.067"
"0.928","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","9756.639","-34.747","-34.747","44.747","false","27","28.267"
"0.928","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","9724.486","3.863","3.863","6.137","false","42.933","46.2"
"0.928","cinderHollow","28","fighter","trainingField","12165.2","11289.306","9247.533","22.079","31.551","11289.306","0","","0","true","33.2","26.067"
"0.928","cinderHollow","28","mage","trainingField","14842.867","13774.181","9546.467","44.286","55.48","13774.181","0","","0","true","40.667","26.867"
"0.928","cinderHollow","28","archer","trainingField","14421.533","13383.183","8783.867","52.361","64.182","13383.183","0","","0","true","39.4","24.667"
"0.928","cinderHollow","28","guardian","trainingField","12420.8","11526.502","8865.467","30.016","40.103","11526.502","0","","0","true","33.867","24.933"
"0.928","cinderHollow","28","berserker","trainingField","12340.2","11451.706","8572.867","33.581","43.945","11451.706","0","","0","true","33.733","24.333"
"0.928","cinderHollow","28","duelist","trainingField","12799.933","11878.338","8818.2","34.703","45.154","11878.338","0","","0","true","35.067","24.8"
"0.928","cinderHollow","28","fireMage","trainingField","13482.133","12511.419","9059.6","38.101","48.816","12511.419","0","","0","true","36.933","25.533"
"0.928","cinderHollow","28","runeMage","trainingField","13427.067","12460.318","9356.333","33.175","43.508","12460.318","0","","0","true","36.667","26.333"
"0.928","cinderHollow","28","stormMage","trainingField","13016.8","12079.59","9065.067","33.254","43.593","12079.59","0","","0","true","35.533","25.667"
"0.928","cinderHollow","28","sniper","trainingField","11625.067","10788.062","8033.267","34.292","44.712","10788.062","0","","0","true","31.733","22.733"
"0.928","cinderHollow","28","trapper","trainingField","12570.4","11665.331","8580.067","35.959","46.507","11665.331","0","","0","true","34.2","24.067"
"0.928","cinderHollow","28","beastArcher","trainingField","13161.2","12213.594","7965.467","53.332","65.228","12213.594","0","","0","true","35.933","22.4"
"0.928","cinderHollow","28","party","trainingField","13329.067","12369.374","9791.067","26.333","36.135","12369.374","0","","0","true","36.333","27.6"
"0.928","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11289.306","19.765","19.765","0","true","39.533","38.333"
"0.928","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","13774.181","5.242","5.242","4.758","false","42.4","45.8"
"0.928","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","13383.183","-13.637","-13.637","23.637","false","34","26.867"
"0.928","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","11526.502","8.731","8.731","1.269","false","36.533","35.4"
"0.928","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","11451.706","8.61","8.61","1.39","false","36.4","37.4"
"0.928","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","11878.338","8.342","8.342","1.658","false","37.6","36"
"0.928","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","12511.419","17.134","17.134","0","true","42.933","42.467"
"0.928","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","12460.318","8.936","8.936","1.064","false","39.733","39.2"
"0.928","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12079.59","8.691","8.691","1.309","false","38.533","40.133"
"0.928","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","10788.062","-28.492","-28.492","38.492","false","22.6","20.4"
"0.928","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","11665.331","0.56","0.56","9.44","false","34.533","34.2"
"0.928","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12213.594","-32.401","-32.401","42.401","false","24.2","25.467"
"0.928","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12369.374","21.8","21.8","1.8","false","44.067","44.667"
"0.928","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11289.306","18.013","18.013","0","true","30.6","28.133"
"0.928","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","13774.181","-7.202","-7.202","17.202","false","29.533","27.6"
"0.928","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","13383.183","6.721","6.721","3.279","false","32.933","29.2"
"0.928","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","11526.502","-1.258","-1.258","11.258","false","26.733","25"
"0.928","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","11451.706","10.978","10.978","0","true","29.267","25.933"
"0.928","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","11878.338","1.27","1.27","8.73","false","27.733","24.733"
"0.928","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","12511.419","-5.242","-5.242","15.242","false","27.333","25.6"
"0.928","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","12460.318","5.727","5.727","4.273","false","30.4","27.667"
"0.928","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12079.59","-14.663","-14.663","24.663","false","24.067","23.6"
"0.928","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","10788.062","-16.414","-16.414","26.414","false","20.733","20.133"
"0.928","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","11665.331","-5.725","-5.725","15.725","false","25.4","24.2"
"0.928","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12213.594","-9.161","-9.161","19.161","false","25.467","21.867"
"0.928","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12369.374","24.883","24.883","4.883","false","35.533","32.933"
"0.929","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9509.42","-8.043","","0","true","34.4","28.067"
"0.929","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9547.707","-11.88","","0","true","33.4","26.067"
"0.929","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","9762.679","-14.964","","0","true","32.4","28.8"
"0.929","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","9730.206","-9.217","","0","true","34.667","29.667"
"0.929","cinderHollow","19","fighter","trainingField","11059.533","10274.306","7807","31.604","41.662","9509.42","8.043","","0","true","35.667","25.733"
"0.929","cinderHollow","19","mage","trainingField","11498.4","10682.014","7703.533","38.664","49.261","9547.707","11.88","","0","true","37.6","25.667"
"0.929","cinderHollow","19","archer","trainingField","12081.333","11223.558","7843.933","43.086","54.021","9762.679","14.964","","0","true","39.6","26.133"
"0.929","cinderHollow","19","party","trainingField","11439.267","10627.079","7859.267","35.217","45.551","9730.206","9.217","","0","true","37.333","25.733"
"0.929","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9509.42","-7.157","-7.157","17.157","false","37.467","38.067"
"0.929","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9547.707","1.597","1.597","8.403","false","41.067","41.067"
"0.929","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","9762.679","-34.788","-34.788","44.788","false","27","28.267"
"0.929","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","9730.206","3.802","3.802","6.198","false","42.933","46.2"
"0.929","cinderHollow","28","fighter","trainingField","12165.2","11301.471","9247.533","22.211","31.551","11301.471","0","","0","true","33.2","26.067"
"0.929","cinderHollow","28","mage","trainingField","14842.867","13789.023","9546.467","44.441","55.48","13789.023","0","","0","true","40.667","26.867"
"0.929","cinderHollow","28","archer","trainingField","14421.533","13397.604","8783.867","52.525","64.182","13397.604","0","","0","true","39.4","24.667"
"0.929","cinderHollow","28","guardian","trainingField","12420.8","11538.923","8865.467","30.156","40.103","11538.923","0","","0","true","33.867","24.933"
"0.929","cinderHollow","28","berserker","trainingField","12340.2","11464.046","8572.867","33.725","43.945","11464.046","0","","0","true","33.733","24.333"
"0.929","cinderHollow","28","duelist","trainingField","12799.933","11891.138","8818.2","34.848","45.154","11891.138","0","","0","true","35.067","24.8"
"0.929","cinderHollow","28","fireMage","trainingField","13482.133","12524.902","9059.6","38.25","48.816","12524.902","0","","0","true","36.933","25.533"
"0.929","cinderHollow","28","runeMage","trainingField","13427.067","12473.745","9356.333","33.319","43.508","12473.745","0","","0","true","36.667","26.333"
"0.929","cinderHollow","28","stormMage","trainingField","13016.8","12092.607","9065.067","33.398","43.593","12092.607","0","","0","true","35.533","25.667"
"0.929","cinderHollow","28","sniper","trainingField","11625.067","10799.687","8033.267","34.437","44.712","10799.687","0","","0","true","31.733","22.733"
"0.929","cinderHollow","28","trapper","trainingField","12570.4","11677.902","8580.067","36.105","46.507","11677.902","0","","0","true","34.2","24.067"
"0.929","cinderHollow","28","beastArcher","trainingField","13161.2","12226.755","7965.467","53.497","65.228","12226.755","0","","0","true","35.933","22.4"
"0.929","cinderHollow","28","party","trainingField","13329.067","12382.703","9791.067","26.469","36.135","12382.703","0","","0","true","36.333","27.6"
"0.929","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11301.471","19.636","19.636","0","true","39.533","38.333"
"0.929","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","13789.023","5.129","5.129","4.871","false","42.4","45.8"
"0.929","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","13397.604","-13.73","-13.73","23.73","false","34","26.867"
"0.929","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","11538.923","8.614","8.614","1.386","false","36.533","35.4"
"0.929","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","11464.046","8.493","8.493","1.507","false","36.4","37.4"
"0.929","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","11891.138","8.225","8.225","1.775","false","37.6","36"
"0.929","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","12524.902","17.007","17.007","0","true","42.933","42.467"
"0.929","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","12473.745","8.818","8.818","1.182","false","39.733","39.2"
"0.929","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12092.607","8.574","8.574","1.426","false","38.533","40.133"
"0.929","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","10799.687","-28.569","-28.569","38.569","false","22.6","20.4"
"0.929","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","11677.902","0.451","0.451","9.549","false","34.533","34.2"
"0.929","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12226.755","-32.474","-32.474","42.474","false","24.2","25.467"
"0.929","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12382.703","21.669","21.669","1.669","false","44.067","44.667"
"0.929","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11301.471","17.886","17.886","0","true","30.6","28.133"
"0.929","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","13789.023","-7.302","-7.302","17.302","false","29.533","27.6"
"0.929","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","13397.604","6.607","6.607","3.393","false","32.933","29.2"
"0.929","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","11538.923","-1.364","-1.364","11.364","false","26.733","25"
"0.929","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","11464.046","10.858","10.858","0","true","29.267","25.933"
"0.929","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","11891.138","1.161","1.161","8.839","false","27.733","24.733"
"0.929","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","12524.902","-5.344","-5.344","15.344","false","27.333","25.6"
"0.929","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","12473.745","5.613","5.613","4.387","false","30.4","27.667"
"0.929","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12092.607","-14.755","-14.755","24.755","false","24.067","23.6"
"0.929","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","10799.687","-16.504","-16.504","26.504","false","20.733","20.133"
"0.929","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","11677.902","-5.826","-5.826","15.826","false","25.4","24.2"
"0.929","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12226.755","-9.259","-9.259","19.259","false","25.467","21.867"
"0.929","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12382.703","24.749","24.749","4.749","false","35.533","32.933"
"0.93","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9514.949","-8.097","","0","true","34.4","28.067"
"0.93","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9553.456","-11.933","","0","true","33.4","26.067"
"0.93","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","9768.72","-15.017","","0.017","false","32.4","28.8"
"0.93","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","9735.926","-9.271","","0","true","34.667","29.667"
"0.93","cinderHollow","19","fighter","trainingField","11059.533","10285.366","7807","31.745","41.662","9514.949","8.097","","0","true","35.667","25.733"
"0.93","cinderHollow","19","mage","trainingField","11498.4","10693.512","7703.533","38.813","49.261","9553.456","11.933","","0","true","37.6","25.667"
"0.93","cinderHollow","19","archer","trainingField","12081.333","11235.64","7843.933","43.24","54.021","9768.72","15.017","","0.017","false","39.6","26.133"
"0.93","cinderHollow","19","party","trainingField","11439.267","10638.518","7859.267","35.363","45.551","9735.926","9.271","","0","true","37.333","25.733"
"0.93","banditRidgeCamp","19","fighter","deepField","8828.8","8828.8","8974.067","-1.619","-1.619","9514.949","-7.211","-7.211","17.211","false","37.467","38.067"
"0.93","banditRidgeCamp","19","mage","deepField","9700.2","9700.2","9702.333","-0.022","-0.022","9553.456","1.536","1.536","8.464","false","41.067","41.067"
"0.93","banditRidgeCamp","19","archer","deepField","6366.467","6366.467","6617","-3.786","-3.786","9768.72","-34.828","-34.828","44.828","false","27","28.267"
"0.93","banditRidgeCamp","19","party","deepField","10100.133","10100.133","10884.067","-7.203","-7.203","9735.926","3.741","3.741","6.259","false","42.933","46.2"
"0.93","cinderHollow","28","fighter","trainingField","12165.2","11313.636","9247.533","22.342","31.551","11313.636","0","","0","true","33.2","26.067"
"0.93","cinderHollow","28","mage","trainingField","14842.867","13803.866","9546.467","44.597","55.48","13803.866","0","","0","true","40.667","26.867"
"0.93","cinderHollow","28","archer","trainingField","14421.533","13412.026","8783.867","52.689","64.182","13412.026","0","","0","true","39.4","24.667"
"0.93","cinderHollow","28","guardian","trainingField","12420.8","11551.344","8865.467","30.296","40.103","11551.344","0","","0","true","33.867","24.933"
"0.93","cinderHollow","28","berserker","trainingField","12340.2","11476.386","8572.867","33.869","43.945","11476.386","0","","0","true","33.733","24.333"
"0.93","cinderHollow","28","duelist","trainingField","12799.933","11903.938","8818.2","34.993","45.154","11903.938","0","","0","true","35.067","24.8"
"0.93","cinderHollow","28","fireMage","trainingField","13482.133","12538.384","9059.6","38.399","48.816","12538.384","0","","0","true","36.933","25.533"
"0.93","cinderHollow","28","runeMage","trainingField","13427.067","12487.172","9356.333","33.462","43.508","12487.172","0","","0","true","36.667","26.333"
"0.93","cinderHollow","28","stormMage","trainingField","13016.8","12105.624","9065.067","33.541","43.593","12105.624","0","","0","true","35.533","25.667"
"0.93","cinderHollow","28","sniper","trainingField","11625.067","10811.312","8033.267","34.582","44.712","10811.312","0","","0","true","31.733","22.733"
"0.93","cinderHollow","28","trapper","trainingField","12570.4","11690.472","8580.067","36.252","46.507","11690.472","0","","0","true","34.2","24.067"
"0.93","cinderHollow","28","beastArcher","trainingField","13161.2","12239.916","7965.467","53.662","65.228","12239.916","0","","0","true","35.933","22.4"
"0.93","cinderHollow","28","party","trainingField","13329.067","12396.032","9791.067","26.606","36.135","12396.032","0","","0","true","36.333","27.6"
"0.93","banditRidgeCamp","28","fighter","deepField","13520.667","13520.667","13086.467","3.318","3.318","11313.636","19.508","19.508","0","true","39.533","38.333"
"0.93","banditRidgeCamp","28","mage","deepField","14496.267","14496.267","15708.333","-7.716","-7.716","13803.866","5.016","5.016","4.984","false","42.4","45.8"
"0.93","banditRidgeCamp","28","archer","deepField","11558.067","11558.067","9242","25.06","25.06","13412.026","-13.823","-13.823","23.823","false","34","26.867"
"0.93","banditRidgeCamp","28","guardian","deepField","12532.933","12532.933","12122.067","3.389","3.389","11551.344","8.498","8.498","1.502","false","36.533","35.4"
"0.93","banditRidgeCamp","28","berserker","deepField","12437.733","12437.733","12802.067","-2.846","-2.846","11476.386","8.377","8.377","1.623","false","36.4","37.4"
"0.93","banditRidgeCamp","28","duelist","deepField","12869.2","12869.2","12241.6","5.127","5.127","11903.938","8.109","8.109","1.891","false","37.6","36"
"0.93","banditRidgeCamp","28","fireMage","deepField","14655.067","14655.067","14555.333","0.685","0.685","12538.384","16.882","16.882","0","true","42.933","42.467"
"0.93","banditRidgeCamp","28","runeMage","deepField","13573.733","13573.733","13399.467","1.301","1.301","12487.172","8.701","8.701","1.299","false","39.733","39.2"
"0.93","banditRidgeCamp","28","stormMage","deepField","13129.4","13129.4","13674.6","-3.987","-3.987","12105.624","8.457","8.457","1.543","false","38.533","40.133"
"0.93","banditRidgeCamp","28","sniper","deepField","7714.333","7714.333","6922.6","11.437","11.437","10811.312","-28.646","-28.646","38.646","false","22.6","20.4"
"0.93","banditRidgeCamp","28","trapper","deepField","11730.6","11730.6","11690.533","0.343","0.343","11690.472","0.343","0.343","9.657","false","34.533","34.2"
"0.93","banditRidgeCamp","28","beastArcher","deepField","8256.267","8256.267","8683.4","-4.919","-4.919","12239.916","-32.546","-32.546","42.546","false","24.2","25.467"
"0.93","banditRidgeCamp","28","party","deepField","15065.867","15065.867","15311.933","-1.607","-1.607","12396.032","21.538","21.538","1.538","false","44.067","44.667"
"0.93","orebackQuarry","28","fighter","deepField","13322.867","13322.867","11834.267","12.579","12.579","11313.636","17.759","17.759","0","true","30.6","28.133"
"0.93","orebackQuarry","28","mage","deepField","12782.2","12782.2","11667.867","9.55","9.55","13803.866","-7.401","-7.401","17.401","false","29.533","27.6"
"0.93","orebackQuarry","28","archer","deepField","14282.733","14282.733","12528.8","13.999","13.999","13412.026","6.492","6.492","3.508","false","32.933","29.2"
"0.93","orebackQuarry","28","guardian","deepField","11381.533","11381.533","10682.2","6.547","6.547","11551.344","-1.47","-1.47","11.47","false","26.733","25"
"0.93","orebackQuarry","28","berserker","deepField","12708.867","12708.867","11179.133","13.684","13.684","11476.386","10.739","10.739","0","true","29.267","25.933"
"0.93","orebackQuarry","28","duelist","deepField","12029.2","12029.2","10451.533","15.095","15.095","11903.938","1.052","1.052","8.948","false","27.733","24.733"
"0.93","orebackQuarry","28","fireMage","deepField","11855.6","11855.6","10816.333","9.608","9.608","12538.384","-5.446","-5.446","15.446","false","27.333","25.6"
"0.93","orebackQuarry","28","runeMage","deepField","13173.933","13173.933","11730.467","12.305","12.305","12487.172","5.5","5.5","4.5","false","30.4","27.667"
"0.93","orebackQuarry","28","stormMage","deepField","10308.333","10308.333","10003.667","3.046","3.046","12105.624","-14.847","-14.847","24.847","false","24.067","23.6"
"0.93","orebackQuarry","28","sniper","deepField","9017.333","9017.333","8583.533","5.054","5.054","10811.312","-16.594","-16.594","26.594","false","20.733","20.133"
"0.93","orebackQuarry","28","trapper","deepField","10997.533","10997.533","10368.333","6.068","6.068","11690.472","-5.927","-5.927","15.927","false","25.4","24.2"
"0.93","orebackQuarry","28","beastArcher","deepField","11094.667","11094.667","9385.8","18.207","18.207","12239.916","-9.357","-9.357","19.357","false","25.467","21.867"
"0.93","orebackQuarry","28","party","deepField","15447.267","15447.267","13895.933","11.164","11.164","12396.032","24.615","24.615","4.615","false","35.533","32.933"
"0.94","rustcoilRuins","19","fighter","trainingField","8744.533","8744.533","7777.467","12.434","12.434","9570.247","-8.628","","0","true","34.4","28.067"
"0.94","rustcoilRuins","19","mage","trainingField","8413.4","8413.4","7240.067","16.206","16.206","9610.948","-12.46","","0","true","33.4","26.067"
"0.94","rustcoilRuins","19","archer","trainingField","8301.8","8301.8","8003.667","3.725","3.725","9829.127","-15.539","","0.539","false","32.4","28.8"
"0.94","rustcoilRuins","19","party","trainingField","8833.333","8833.333","8196.4","7.771","7.771","9793.122","-9.801","","0","true","34.667","29.667"
"0.94","cinderHollow","19","fighter","trainingField","11059.533","10395.961","7807","33.162","41.662","9570.247","8.628","","0","true","35.667","25.733"
"0.94","cinderHollow","19","mage","trainingField","11498.4","10808.496","7703.533","40.306","49.261","9610.948","12.46","","0","true","37.6","25.667"
"0.94","cinderHollow","19","archer","trainingField","12081.333","11356.453","7843.933","44.78","54.021","9829.127","15.539","","0.539","false","39.6","26.133"
"0.94","cinderHollow","19","party","trainingField","11439.267","10752.911","7859.267","36.818","45.551","9793.122","9.801","","0","true","37.333","25.733"
